12420; Providing knowledge support in business process: a context based approach
12422; Support for collaborative development of a customer solution in railway transport
12506; DuriO concept evaluation
12518; An Approach for the Personalization of Exercises Based on Contextualized Attention Metadata and Semantic Web technologies
12686; 
12726; A Study of the Impact of Task Complexity and Interface Design on E-Learning Task Adaptations
12737; Towards the Development of an Adaptive E-Learning System with Chatbot Using Personalized E-Learning Model
12859; Impact of the Development of Critical Thinking Skills and Academic Development of Vulnerable Students during Confinement Due to COVID-19: Impact of the Development of Critical Thinking Skills and Academic Development of Vulnerable Students
12860; Feeding a Monster or Doing Good? Mining Industrial Design Student Feedback at Large
12897; The Facets of Intangible Heritage in Southern Chinese Martial Arts: Applying a Knowledge-Driven Cultural Contact Detection Approach
12899; "Multi-National Cyber Security Exercise, Case Flagship&nbsp;2"
12901; APFT: Active Peer-Based Flip Teaching
12904; ACCI 3.0. Technique of Classification, Organization, Creation and Use of Collective Knowledge
12908; Design of a Semantic Web and OSGi Based Middleware for ITS Development
12909; Enabling Digital Craftsmanship Capacity Building: A Digital Dalton Plan Approach
12910; Interdisciplinary Projects in the Academic Studio
12921; Reification and Symbolization
12922; Toward an Embodied-Interaction Design Framework for Mathematical Concepts
12925; Semantic Representation of Context Models: A Framework for Analyzing and Understanding
12927; Language Teaching in a Mixed Reality Games Environment
12928; SBI: A Semantic Framework to Support Business Intelligence
12930; Implementing a Data Infrastructure for a Pharmaceutical Community
12931; A Framework for Games Literacy and Understanding Games
12933; Employing Linked Data and Dialogue for Modelling Cultural Awareness of a User
12934; Towards An Autonomous Agent That Provides Automated Feedback on Students' Negotiation Skills
12935; Toward a Framework for Smart City Strategies Design
12936; Capturing Expert Knowledge for Building Enterprise SME Knowledge Graphs
12940; Integrating FATE/Critical Data Studies into Data Science Curricula: Where Are We Going and How Do We Get There?
12941; Querying Semantic Trajectory Episodes
12942; A Comprehensive Approach towards the Structural Description of Business Models
12944; Methodology for Improvement in Energy Efficiency Training Programs in Professional Environments
12945; Research on Strategies of Improving Professional Development of Teachers in MOOC Era
12946; Toward a Common Semantics between Media and Languages
12947; Towards a Reference Software Architecture for Human-AI Teaming in Smart Manufacturing
12948; Promoting Children's Critical Thinking Towards Robotics through Robot Deception
12950; A Common Terminology for Software Risk Management
12953; Towards an Approach for Formalizing the Supply Chain Operations
12954; Interrelations between Art, Science and Research
12955; Third International Workshop on Knowledge-Oriented Product Line Engineering (KOPLE 2012)
12956; End-User Training Methods: What We Know, Need to Know
12957; Anger and Aggressive Behavior in Agent Simulation
12958; Towards Collaboration Translucence: Giving Meaning to Multimodal Group Data
12959; A Data Management Platform for Taxi Trajectory-Based Tourist Behavior Analysis
12960; Knowledge Sharing: An Index of Terminological Specificity
12961; Positioning for Conceptual Development Using Latent Semantic Analysis
12962; Domain Specific Knowledge Graphs as a Service to the Public: Powering Social-Impact Funding in the US
12963; A Smart Dialogue-Competent Monitoring Framework Supporting People in Rehabilitation
12964; Context Management in Mobile Environments: A Semantic Approach
12965; Assessing the Impact of Automated Suggestions on Decision Making: Domain Experts Mediate Model Errors but Take Less Initiative
12966; Question Answering over Pattern-Based User Models
12967; ACKTUS: A Platform for Developing Personalized Support Systems in the Health Domain
12968; HUMANS: A HUman Models Based Artificial ENvironments Software Platform
12969; Towards a Paradigmatic Shift in IS: Designing for Social Practice
12970; A Multidisciplinary Survey and Framework for Design and Evaluation of Explainable AI Systems
12971; Enabling Smart Collaboration with Smart University Services
12972; Epistemological Foundations for CSCL: A Comparison of Three Models of Innovative Knowledge Communities
12974; "Demand-Driven Data Provisioning in Data Lakes: BARENTS&nbsp;—&nbsp;A Tailorable Data Preparation Zone"
12975; An Optimal Approach for Extraction of Web Contents Using Semantic Web Framework
12976; Knowledge Will Propel Machine Understanding of Content: Extrapolating from Current Examples
12977; Creating a Knowledge Graph for Ireland’s Lost History: Knowledge Engineering and Curation in the Beyond 2022 Project
12978; Towards Semantic Management of On-Device Applications in Industrial IoT
12979; A Framework-Based Approach for the Integration of Web-Based Information Systems on the Semantic Web
12980; Towards Flexible Authoring and Personalization of Virtual Reality Applications for Training
12981; The Purpose of Play: How HCI Games Research Fails Neurodivergent Populations
12982; Usage Contexts for Object Similarity: Exploratory Investigations
12983; Teaching Agile Validation of Data Models
12984; Algorithmic Unfairness through the Lens of EU Non-Discrimination Law: Or Why the Law is Not a Decision Tree
12985; Safeguarding and Accessing Drama as Intangible Cultural Heritage
12986; Aligning Knowledge Development between Innovation-Driven Context and Knowledge Organization Systems
12987; SGATS: Semantic Graph-Based Automatic Text Summarization from Hindi Text Documents
12988; Semantic Annotation of Heterogeneous Data Sources: Towards an Integrated Information Framework for Service Technicians
12989; Big Data in Large Scale Intelligent Smart City Installations
12990; Semantic Agent System for Automatic Mobilization of Distributed and Heterogeneous Resources
12991; Wikipedia Edit-a-Thons as Sites of Public Pedagogy
12992; Assistance- and Knowledge-Services for Smart Production
12993; An Architecture Smell Knowledge Base for Managing Architecture Technical Debt
12994; SEA: Segment-Enrich-Annotate Paradigm for Adapting Dialog-Based Content for Improved Accessibility
12995; Event Frame Extraction Based on a Gene Regulation Corpus
12996; Knowledge-Driven Unsupervised Skills Extraction for Graph-Based Talent Matching
12998; Human Tutorial Instruction in the Raw
13000; Designing for Knowledge Maturing: From Knowledge-Driven Software to Supporting the Facilitation of Knowledge Development
13001; Legal Documents Categorization by Compression
13002; Towards Deeper Understanding and Personalisation in CALL
13003; Contributions to a Theoretical Framework for CSCL
13004; Reframing the Role of Novelty within Social HRI: From Noise to Information
13005; Performing Design Analysis: Game Design Creativity and the Theatre of the Impressed
13006; A Multilingual Neural Coaching Model with Enhanced Long-Term Dialogue Structure
13007; An Exhaustive Literature Review of Hadith Text Mining
13008; Estimating Productivity in a Scrum Team: A Multi-Agent Simulation
13009; A Language for End-User Web Augmentation: Caring for Producers and Consumers Alike
13010; Metrics for Co-Evolving Autonomous Systems
13011; A Distributed Model for Digital Personal Environments Management
13012; Food for Advanced Computational Thinking: Critical and Creative Approaches to Technology at Te Kura Taurua Manurewa
13013; Of Catwalk Technologies and Boundary Creatures
13015; Identity Claims That Underlie Ethical Awareness and Action
13016; A Theoretical Inquiry into the Role of Enaction in Cybertherapy
13018; Performance Evaluation of Robotic Knowledge Representation (PERK)
13019; The Pragmatic Web: Some Key Issues
13020; MetaCogs: Mitigating Executive Dysfunction via Agent-Based Modeling for Metacognitive Strategy Development
13021; Location-Based Games for Cultural Heritage: Applying the Design Thinking Process
13022; Problematising Identity, Positionality, and Adequacy in HCI4D Fieldwork: A Reflection
13023; Overview On Collaboration And Control Of Swarm Robotics
13024; Application of Text Analytics in Public Service Co-Creation: Literature Review and Research Framework
13025; Digital Heritage as a Scholarly Field—Topics, Researchers, and Perspectives from a Bibliometric Point of View
13027; A Methodology for Exploring Students' Experiences and Interaction with Large-Scale Software through Role-Play and Phenomenography
13028; Scrabble: Transferrable Semi-Automated Semantic Metadata Normalization Using Intermediate Representation
13029; En Route to a Better Integration and Evaluation of Social Capacities in Vocal Artificial Agents
13030; Dynamic Hypertext Generation for Reusing Open Corpus Content
13031; ShelfHelp: Empowering Humans to Perform Vision-Independent Manipulation Tasks with a Socially Assistive Robotic Cane
13032; Towards Building a Global Oracle: A Physical Mashup Using Artificial Intelligence Technology
13033; Towards Electronic Health Record Support for Collaborative Processes
13034; Linguistic Information Extraction for Job Ads (SIRE Project)
13035; Distributed Collective Practices in Collaborative Music Performance
13036; Bio-Geometry: Challenges, Approaches, and Future Opportunities in Proteomics and Drug Discovery
13037; A Knowledge Management Architecture for Digital Cultural Heritage
13038; Jointly Modeling Label and Feature Heterogeneity in Medical Informatics
13039; Interactive Drawing Tools to Support Modeling of Dynamic Systems
13041; Concept and Relation Extraction in the Finance Domain
13042; The Harmonic Memory: A Knowledge Graph of Harmonic Patterns as a Trustworthy Framework for Computational Creativity
13043; Expanding the Locus of Control: Design of a Mobile Quantified Self-Tracking Application for Whiplash Patients
13044; Revolutionizing Aerospace and Defense: The Impact of AI and Robotics on Modern Warfare
13046; Disentangling Participatory ICT Design in Socioeconomic Development
13047; Towards a Meta-Modeling Approach for Social Business Process Requirements Capture
13048; KnowleTracker: A Semantic Service-Oriented System for Enterprise Campaign Management
13049; PETA: A Pedagogical Embodied Teaching Agent
13050; Towards a Body of Knowledge for Model-Based Software Engineering
13051; Towards a Roadmap on Software Engineering for Responsible AI
13052; Voice in Human–Agent Interaction: A Survey
13053; """Was That Successful?"" On Integrating Proactive Meta-Dialogue in a DIY-Assistant Using Multimodal Cues"
13054; Empirical Analysis of Bias in Voice-Based Personal Assistants
13055; Theoretical and Practical Thoughts on the Interplay of Patterns and Creativity
13056; Formulation and Verification of the Body of Knowledge of New Discipline Using WikiBOK
13057; Context Based Adaptation of Semantic Rules in Smart Buildings
13058; Does Knowledge Management Matter? The Empirical Evidence from Market-Based Valuation
13059; Patterns for Managing an Escalated Issue
13060; A Comparison of Several Key Information Visualization Systems for Secondary Use of Electronic Health Record Content
13061; Identifying Risks for Cross-Disciplinary Higher Degree Research Students
13062; Knowledge Graph Based Recommender System for an Academic Domain – A Proposal
13063; A (Very) Brief Introduction to Fluid Construction Grammar
13064; Automated Security Test Generation for MQTT Using Attack Patterns
13065; A Semantic Policy Sharing and Adaptation Infrastructure for Pervasive Communities
13066; CAT: A Context-Aware Trust Model for Open and Dynamic Systems
13067; A Dialog About the Special Issues on Theory
13068; Ways of Thinking in Informatics
13069; Using Factors to Predict and Analyze Landlord-Tenant Decisions to Increase Access to Justice
13070; "ERP Systems in SMEs between a Choice &amp; An Obligation"
13071; Semantic Portals in Biomedicine: Case Study
13072; Stress Management Training Using Biofeedback Guided by Social Agents
13073; Towards a Conversational Agent Architecture to Favor Knowledge Discovery in Serious Games
13074; Establishing Government Chief Information Officer Systems: Readiness Assessment
13075; Metaphors in Voice User Interfaces: A Slippery Fish
13076; Designing for Knowledge Construction to Facilitate the Uptake of Open Science: Laying out the Design Space
13077; The Last Decade of HCI Research on Children and Voice-Based Conversational Agents
13078; GeCoAgent: A Conversational Agent for Empowering Genomic Data Extraction and Analysis
13079; Psychometrics in Behavioral Software Engineering: A Methodological Introduction with Guidelines
13080; Remote Work in Public Sector Organisations: Employees’ Experiences in a Pandemic Context
13081; Simulation Trust and the Internet of Things
13082; Co-Performance: Conceptualizing the Role of Artificial Agency in the Design of Everyday Life
13083; Modern Information Technologies as a Tool for Research and Presentation of Narrative: Possible Ways of Application in Historical Science
13084; Psychological Contract in the Information Systems Profession
13085; Stereotypical Trust and Bias in Dynamic Multiagent Systems
13086; Dynamic and Stabilizing Forces in Knowledge Organization Systems for Business Ecosystems
13087; Collaborative Framework for Supporting Indigenous Knowledge Management
13088; Blockchain and Beyond: Understanding Blockchains Through Prototypes and Public Engagement
13089; From Coded Bias to Existential Threat: Expert Frames and the Epistemic Politics of AI Governance
13090; On Using Artificial Intelligence in the Search of the Best Professional Resumes
13091; Expert Locator System for Finding Co-Authors Using Snowball Network Method: A Case Study of Fasilkom UI Lecturers
13092; LessLex: Linking Multilingual Embeddings to SenSe Representations of LEXical Items
13093; IVOLUNTEER: A Digital Ecosystem for Life-Long Volunteering
13094; Reformulating Clancey's Generic Tasks for Bridging Both Sides of Dual Reality
13095; Development of an Expert System for Personalized Crop Planning
13097; Dynamic Multi-Component Based Activity Detection and Recognition within Smart Homes
13098; Modeling Knowledge: An Open Models Approach
13099; "Sustaining the Growth and Vitality of the M&amp;S Discipline"
13100; A Fluid Knowledge Representation for Understanding and Generating Creative Metaphors
13101; A Modeling Approach for Integration and Contextualization of Simulation-Based Digital Services in IIoT
13102; Exp\'{e}rience de Transfert de Savoirs et de Technologies Issus de La Recherche et de l'industrie Aux \'{e}tudiants d'une Formation En IHM
13103; Ethics: What is the Research Scenario in the Brazilian Symposium SBQS?
13104; Why Do I Have to Take Over Control? Evaluating Safe Handovers with Advance Notice and Explanations in HAD
13105; Decide or Delegate: How Script Knowledge Based Conversational Assistants Should Act in Inconclusive Situations
13106; Apport de La Th\'{e}orie de l'activit\'{e} et Des Outils Collaboratifs \`{a} La Gestion Des Connaissances
13107; Towards a Theoretical Approach for Analysing Music Recommender Systems as Sociotechnical Cultural Intermediaries
13108; AutoManner: An Automated Interface for Making Public Speakers Aware of Their Mannerisms
13109; Social Deliberation for Organizations
13110; Neither Playing nor Gaming: Pottering in Games
13111; Using XML for Cloud Specification and XQuery for Service Discovery
13112; Turning Keywords into URIs: Simplified User Interfaces for Exploring Linked Data
13113; Modeling Wireless Sensor Networks Based Context-Aware Emergency Coordination Systems
13114; Information Architects: What They Do and How to Become One
13115; Slicepedia: Providing Customized Reuse of Open-Web Resources for Adaptive Hypermedia
13116; Aid to Regional Development Agencies: Finding and Matching Research Funding Opportunities
13117; Towards Context-Aware Semantic Web Service Discovery through Conceptual Situation Spaces
13118; From Inanimate Object to Agent: Impact of Pre-Beginnings on the Emergence of Greetings with a Robot
13119; Can Conversational Agents Change the Way Children Talk to People?
13120; Evaluating the Promise of Human-Algorithm Collaborations in Everyday Work Practices
13121; Expanding and Refining Design and Criticality in HCI
13122; Demand Predictability Evaluation for Supply Chain Processes Using Semantic Web Technologies Use Case
13123; User-Based Adaptive Software Development for Gamified Systems
13124; Avoiding the Abject and Seeking the Script: Perceived Mind, Morality, and Trust in a Persuasive Social Robot
13125; Emergence as a Feature of Practice-Based Design Research
13126; Information Retrieval and Deduplication for Tourism Recommender Sightsplanner
13127; A Semantic Web Architecture for Advocate Agents to Determine Preferences and Facilitate Decision Making
13128; Design Metaphors for Understanding User Expectations of Socially Interactive Robot Embodiments
13129; How Engineers’ Imaginaries of Healthcare Shape Design and User Engagement: A Case Study of a Robotics Initiative for Geriatric Healthcare AI Applications
13130; Contextualising Goal Setting for Behaviour Change – from Baby Steps to Value Directions
13131; Multimedia and Medicine: Teammates for Better Disease Detection and Survival
13132; Multimodal Child-Robot Interaction: Building Social Bonds
13133; Route Reasoning-Based Mobility Modeling and Simulation for Street Fight Using DEVS
13134; A Reputation-Based Framework for Honest Provenance Reporting
13135; An Agile New Research Framework for Hybrid Human-AI Teaming: Trust, Transparency, and Transferability
13136; Configuring Patterns and Pattern Languages for Systemic Inquiry and Design
13137; Systematic Approach for Mapping Software Development Methods to the Essence Framework
13138; A Linguistic Analysis of Group Support Systems Interactions for Uncovering Social Realities of Organizations
13139; Bilingual Lexicon Extraction from Comparable Corpora Using In-Domain Terms
13140; Intelligent Agents for Traffic Simulation
13141; Working for the Invisible Machines or Pumping Information into an Empty Void? An Exploration of Wikidata Contributors' Motivations
13142; Evaluation Framework for Search Methods Focused on Dataset Findability in Open Data Catalogs
13143; Criteria Catalogue for Collaborative Environments
13144; New Technology and the Post-Human Self: Rethinking Appropriation and Resistance
13145; Computer-Supported Assessment for Tailoring Assistive Technology
13146; Geolinked Open Data for the Municipality of Catania
13147; Simplifying Complexity: Modeling the Process of Collaboration between Artists and Scientists
13148; Knowledge Compilation for Automated Team Composition Exploiting Standard SQL
13149; Modeling Task Experience in User Assistance Systems
13150; Finding Informative Commonalities in Concept Collections
13151; Knowledge-Based Risk Management: A Systematic Literature Review
13152; Enslaved to the Trapped Data: A Cognitive Work Analysis of Medical Systematic Reviews
13153; Improving Accuracy of Identifying Clinical Concepts in Noisy Unstructured Clinical Notes Using Existing Internal Redundancy
13154; Accountable Bench-to-Bedside Data-Sharing Mechanism for Researchers
13155; “We Try to Empower Them�? - Exploring Future Technologies to Support Migrant Jobseekers
13156; Have We Taken On Too Much?: A Critical Review of the Sustainable HCI Landscape
13157; Hierarchical Physician Recommendation via Diversity-Enhanced Matrix Factorization
13158; The Stereotype Content Model Applied to Human-Robot Interactions in Groups
13159; Factors Influencing Expatriate Academics' Knowledge Sharing: A Framework
13160; Mining Service Integration Opportunities towards Joined-up Government
13161; Modelling of a Fortiori Reasoning
13162; Opportunities for Knowledge Management Tools in Clinical Genetic Services
13163; The Role of ICTs on Enhancing Collaborative Capital in Developing Economies: A Case of SMEs and Non-State Actors in Tanzania
13164; Using Narrative Functions as a Heuristic for Relevance in Story Understanding
13165; 100 Million Hours of Audiovisual Content: Digital Preservation and Access in the PrestoPRIME Project
13166; Co-Discovering Common Ground in a Collaborative Community: The BoostINNO Participatory Collaboration Mapping Case
13167; An Embodied Approach for Evolving Robust Visual Classifiers
13168; Using Dynamic Knowledge Hypergraphs Toward Proactive AlOps through Digital Twins
13169; Designing Everyday Conversational Agents for Managing Health and Wellness: A Study of Alexa Skills Reviews
13170; Combining Memory and Emotion With Dialog on Social Companion: A Review
13171; "What is ""Critical"" about Critical Design?"
13172; The Mocking Gaze: The Social Organization of Kinect Use
13173; Therapy: Location-Aware Assessment and Tasks
13174; Improving Performance, Perceived Usability, and Aesthetics with Culturally Adaptive User Interfaces
13175; Towards Knowledge Assisted Agile Requirements Evolution
13176; Exploiting Information Context to Improve Productivity by Modeling the Domain Specific Tasks of the Users
13177; Contact Zones: Designing for More-than-Human Food Relations
13178; Big Data Platforms and Tools for Data Analytics in the Data Science Engineering Curriculum
13179; Hacking Culture, Not Devices: Access and Recognition in Feminist Hackerspaces
13180; Decolonizing E-Government Benchmarking
13181; Brain-Computer Integration: A Framework for the Design of Brain-Computer Interfaces from an Integrations Perspective
13182; A Qualitative Difference: Integrating Qualitative Data into Humanitarian Response Operations
13183; Rethinking the Role of AI with Physicians in Oncology: Revealing Perspectives from Clinical and Research Workflows
13184; Supervising Multiple Operating Rooms Using a Head-Worn Display: A Longitudinal Evaluation of the Experience of Supervising Anesthesiologists and Their Co-Workers
13185; Transparency, Fairness, and Coping: How Players Experience Moderation in Multiplayer Online Games
13186; Is This AI Trained on Credible Data? The Effects of Labeling Quality and Performance Bias on User Trust
13187; How Does HCI Understand Human Agency and Autonomy?
13188; Research and Application of Digital Design of Nanjing Ming City Wall“Meridian Gate�?
13189; Motion and Meaning: Data-Driven Analyses of The Relationship Between Gesture and Communicative Semantics
13190; Melanee and DLM: A Contribution to the MULTI Collaborative Comparison Challenge
13191; How Shortening or Lengthening Design Processes Configure Decision Making
13192; Accessibility in Software Practice: A Practitioner’s Perspective
13194; German AI Start-Ups and “AI Ethics�?: Using A Social Practice Lens for Assessing and Implementing Socio-Technical Innovation
13195; Capable but Amoral? Comparing AI and Human Expert Collaboration in Ethical Decision Making
13196; “I Didn’t Catch That, But I’ll Try My Best�?: Anticipatory Error Handling in a Voice Controlled Game
13197; Disinformation as Infrastructure: Making and Maintaining the QAnon Conspiracy on Italian Digital Media
13198; Supporting People with Autism Spectrum Disorders in the Exploration of PoIs: An Inclusive Recommender System
13199; Investigating the Potential Impact of Values on Requirements and Software Engineering
13200; """Be Gay, Do Crimes"": The Co-Production and Activist Potential of Contemporary Fanzines"
13201; The Role of Partial Automation in Increasing the Accessibility of Digital Games
13202; The Agile Success Model: A Mixed-Methods Study of a Large-Scale Agile Transformation
13203; Legally Enforceable Smart-Contract Languages: A Systematic Literature Review
13204; Review of Human Decision-Making during Computer Security Incident Analysis
13205; Algorithmic Impact Assessments and Accountability: The Co-Construction of Impacts
13206; What's Next in Blockchain Research? - An Identification of Key Topics Using a Multidisciplinary Perspective
13207; Evaluating and Comparing Skill Chains and Rating Systems for Dynamic Difficulty Adjustment
13208; Physio-Stacks: Supporting Communication with Ourselves and Others via Tangible, Modular Physiological Devices
13209; The Information Resilience Framework: Vulnerabilities, Capabilities, and Requirements
13210; Decolonizing Tactics as Collective Resilience: Identity Work of AAPI Communities on Reddit
13211; What a Driver Wants: User Preferences in Semi-Autonomous Vehicle Decision-Making
13212; The Semantic Tagging Model of Chinese Question Sentence Chunk Based on Description Logics
13213;  'Routine Infrastructuring' as 'Building Everyday Resilience with Technology': When Disruption Becomes Ordinary
13214; The Power of Interpretation: Qualitative Methods in Cybersecurity Research
13215; Ergonomics for the Design of Multimodal Interfaces
13216; Knowledge Transfer, Sharing, and Management System Based on Causality for Requirements Change Management
13217; Mediating Open Data Consumption - Identifying Story Patterns for Linked Open Statistical Data
13218; Evaluating Quality in Use of Corporate Web Sites: An Empirical Investigation
13219; Project Management Practices as a Subject of Research for CSCW: Status and Future Opportunities
13220; Identifying Patterns in IDC Research: Technologies for Improving Children's Well-Being Connected to Overweight Issues
13221; VDML4RS: A Tool for Reputation Systems Modeling and Design
13222; Integration of Brainstorming Platform in a System of Information Systems
13224; Collective Intelligence Approach for Free Software Adoption by Municipalities
13225; Lost in Persuasion: A Multidisciplinary Approach for Developing Usable, Effective, and Reproducible Persuasive Technology for Health Promotion
13226; CLEF 15th Birthday: Past, Present, and Future
13227; Billions of Interaction Designers
13228; Creative Participation and Mobile Ecologies among Resource-Constrained Aspirant Designers in Cape Town, South Africa
13229; Digital Humanities: Crafts and Occupations
13230; Science 2.0 Supported by Open Access Repositories and Open Linked Data
13231; Organizational Social Structures for Software Engineering
13232; Estimating Content Concreteness for Finding Comprehensible Documents
13233; Defense and Security Applications of Modeling and Simulation - Grand Challenges and Current Efforts
13234; The Human Touch: Participatory Practice and the Role of Facilitation in Designing with Communities
13235; Impact of Human Operators on Communication Network Dependability
13236; Wicked Games: On the Design of Ethical Gameplay
13237; "New M&amp;S Challenges Derived from the NATO Research &amp; Technology Organization (RTO) Systems Analysis Studies (SAS-071) Task Group on Analytical Tools for Irregular Warfare"
13238; Active Artifacts as Bridges between Context and Community Knowledge Sources
13239; Software Maturity: Design as Dark Art
13240; A Model for Strengthening the Software Engineering Research Capacity
13241; Knowledge Graph Construction with a Fa\c{c}ade: A Unified Method to Access Heterogeneous Data Sources on the Web
13242; Data is about Detail: An Empirical Investigation for Software Systems with NLP at Core
13243; KURT: A Household Assistance Robot Capable of Proactive Dialogue
13246; Extending Linked USDL by Trust Assertion
13247; Measuring Motivations of Crowdworkers: The Multidimensional Crowdworker Motivation Scale
13248; Conceptual Architecture of GATE Big Data Platform
13249; Living Without a Mobile Phone: An Autoethnography
13250; Empowering End Users to Customize Their Smart Environments: Model, Composition Paradigms, and Domain-Specific Tools
13251; Doing Sociomateriality Research in Information Systems
13252; Personality, Motivations, and Information Quality: A Comparative Study across Games for Human Computation
13253; A Retrospective Analysis of SAC Requirements: Engineering Track
13255; Exploring Chaotic Performance in Projects and Its Relationship with Knowledge Creation Process
13256; Creativity Support to Improve Health-and-Safety in Manu-Facturing Plants: Demonstrating Everyday Creativity
13257; Immodest Proposals: Research Through Design and Knowledge
13258; Exploring Digital Environments for Research in Philosophy: Metaphorical Models of Sustainability
13259; Decision Making Support in CMMI Process Areas Using Multiparadigm Simulation Modeling
13262; Activity-Centric Support for Weakly-Structured Business Processes
