ID: 12389 | Title: an innovative approach to improve the performances of the research community
ID: 12921 | Title: reification and symbolization
ID: 12922 | Title: toward an embodied-interaction design framework for mathematical concepts
ID: 12924 | Title: developing enterprise architecture skills in hei's: a russian survey
ID: 12925 | Title: semantic representation of context models: a framework for analyzing and understanding
ID: 12926 | Title: knowledge management and collective intelligence through web tools
ID: 12927 | Title: language teaching in a mixed reality games environment
ID: 12928 | Title: sbi: a semantic framework to support business intelligence
ID: 12929 | Title: document annotation tools: annotation classification mechanisms
ID: 12930 | Title: implementing a data infrastructure for a pharmaceutical community
ID: 12931 | Title: a framework for games literacy and understanding games
ID: 12933 | Title: employing linked data and dialogue for modelling cultural awareness of a user
ID: 12934 | Title: towards an autonomous agent that provides automated feedback on students' negotiation skills
ID: 12935 | Title: toward a framework for smart city strategies design
ID: 12936 | Title: capturing expert knowledge for building enterprise sme knowledge graphs
ID: 12937 | Title: the impact of the digital interaction network on the future professionals behavior
ID: 12938 | Title: skills matter: modeling the relationship between decision making processes and collaborative problem-solving skills during hidden profile tasks
ID: 12940 | Title: integrating fate/critical data studies into data science curricula: where are we going and how do we get there?
ID: 12941 | Title: querying semantic trajectory episodes
ID: 12942 | Title: a comprehensive approach towards the structural description of business models
ID: 12943 | Title: constructing expert profiles over time for skills management and expert finding
ID: 12944 | Title: methodology for improvement in energy efficiency training programs in professional environments
ID: 12945 | Title: research on strategies of improving professional development of teachers in mooc era
ID: 12946 | Title: toward a common semantics between media and languages
ID: 12947 | Title: towards a reference software architecture for human-ai teaming in smart manufacturing
ID: 12948 | Title: promoting children's critical thinking towards robotics through robot deception
ID: 12949 | Title: stops: a graph-based study planning and curriculum development tool
ID: 12950 | Title: a common terminology for software risk management
ID: 12952 | Title: acquiring ethical communicative tools for an online ethics training
ID: 12953 | Title: towards an approach for formalizing the supply chain operations
ID: 12954 | Title: interrelations between art, science and research
ID: 12955 | Title: third international workshop on knowledge-oriented product line engineering (kople 2012)
ID: 12956 | Title: end-user training methods: what we know, need to know
ID: 12957 | Title: anger and aggressive behavior in agent simulation
ID: 12958 | Title: towards collaboration translucence: giving meaning to multimodal group data
ID: 12959 | Title: a data management platform for taxi trajectory-based tourist behavior analysis
ID: 12960 | Title: knowledge sharing: an index of terminological specificity
ID: 12961 | Title: positioning for conceptual development using latent semantic analysis
ID: 12962 | Title: domain specific knowledge graphs as a service to the public: powering social-impact funding in the us
ID: 12963 | Title: a smart dialogue-competent monitoring framework supporting people in rehabilitation
ID: 12964 | Title: context management in mobile environments: a semantic approach
ID: 12965 | Title: assessing the impact of automated suggestions on decision making: domain experts mediate model errors but take less initiative
ID: 12966 | Title: question answering over pattern-based user models
ID: 12967 | Title: acktus: a platform for developing personalized support systems in the health domain
ID: 12968 | Title: humans: a human models based artificial environments software platform
ID: 12969 | Title: towards a paradigmatic shift in is: designing for social practice
ID: 12970 | Title: a multidisciplinary survey and framework for design and evaluation of explainable ai systems
ID: 12971 | Title: enabling smart collaboration with smart university services
ID: 12972 | Title: epistemological foundations for cscl: a comparison of three models of innovative knowledge communities
ID: 12973 | Title: towards an integrated retrieval system to semantically match cvs, job descriptions and curricula
ID: 12974 | Title: "demand-driven data provisioning in data lakes: barents&nbsp;—&nbsp;a tailorable data preparation zone"
ID: 12975 | Title: an optimal approach for extraction of web contents using semantic web framework
ID: 12976 | Title: knowledge will propel machine understanding of content: extrapolating from current examples
ID: 12977 | Title: creating a knowledge graph for ireland’s lost history: knowledge engineering and curation in the beyond 2022 project
ID: 12978 | Title: towards semantic management of on-device applications in industrial iot
ID: 12979 | Title: a framework-based approach for the integration of web-based information systems on the semantic web
ID: 12980 | Title: towards flexible authoring and personalization of virtual reality applications for training
ID: 12981 | Title: the purpose of play: how hci games research fails neurodivergent populations
ID: 12982 | Title: usage contexts for object similarity: exploratory investigations
ID: 12983 | Title: teaching agile validation of data models
ID: 12984 | Title: algorithmic unfairness through the lens of eu non-discrimination law: or why the law is not a decision tree
ID: 12985 | Title: safeguarding and accessing drama as intangible cultural heritage
ID: 12986 | Title: aligning knowledge development between innovation-driven context and knowledge organization systems
ID: 12987 | Title: sgats: semantic graph-based automatic text summarization from hindi text documents
ID: 12988 | Title: semantic annotation of heterogeneous data sources: towards an integrated information framework for service technicians
ID: 12989 | Title: big data in large scale intelligent smart city installations
ID: 12990 | Title: semantic agent system for automatic mobilization of distributed and heterogeneous resources
ID: 12991 | Title: wikipedia edit-a-thons as sites of public pedagogy
ID: 12992 | Title: assistance- and knowledge-services for smart production
ID: 12993 | Title: an architecture smell knowledge base for managing architecture technical debt
ID: 12994 | Title: sea: segment-enrich-annotate paradigm for adapting dialog-based content for improved accessibility
ID: 12995 | Title: event frame extraction based on a gene regulation corpus
ID: 12996 | Title: knowledge-driven unsupervised skills extraction for graph-based talent matching
ID: 12997 | Title: on the congruence between online social content and future it skill demand
ID: 12998 | Title: human tutorial instruction in the raw
ID: 12999 | Title: design of an analytic centric ms degree in information sciences and technologies
ID: 13000 | Title: designing for knowledge maturing: from knowledge-driven software to supporting the facilitation of knowledge development
ID: 13001 | Title: legal documents categorization by compression
ID: 13002 | Title: towards deeper understanding and personalisation in call
ID: 13003 | Title: contributions to a theoretical framework for cscl
ID: 13004 | Title: reframing the role of novelty within social hri: from noise to information
ID: 13005 | Title: performing design analysis: game design creativity and the theatre of the impressed
ID: 13006 | Title: a multilingual neural coaching model with enhanced long-term dialogue structure
ID: 13007 | Title: an exhaustive literature review of hadith text mining
ID: 13008 | Title: estimating productivity in a scrum team: a multi-agent simulation
ID: 13009 | Title: a language for end-user web augmentation: caring for producers and consumers alike
ID: 13010 | Title: metrics for co-evolving autonomous systems
ID: 13011 | Title: a distributed model for digital personal environments management
ID: 13012 | Title: food for advanced computational thinking: critical and creative approaches to technology at te kura taurua manurewa
ID: 13013 | Title: of catwalk technologies and boundary creatures
ID: 13015 | Title: identity claims that underlie ethical awareness and action
ID: 13016 | Title: a theoretical inquiry into the role of enaction in cybertherapy
ID: 13017 | Title: personalized activity based elearning
ID: 13018 | Title: performance evaluation of robotic knowledge representation (perk)
ID: 13019 | Title: the pragmatic web: some key issues
ID: 13020 | Title: metacogs: mitigating executive dysfunction via agent-based modeling for metacognitive strategy development
ID: 13021 | Title: location-based games for cultural heritage: applying the design thinking process
ID: 13022 | Title: problematising identity, positionality, and adequacy in hci4d fieldwork: a reflection
ID: 13023 | Title: overview on collaboration and control of swarm robotics
ID: 13024 | Title: application of text analytics in public service co-creation: literature review and research framework
ID: 13025 | Title: digital heritage as a scholarly field—topics, researchers, and perspectives from a bibliometric point of view
ID: 13026 | Title: designing manipulative tools for creative multi and cross-cultural storytelling
ID: 13027 | Title: a methodology for exploring students' experiences and interaction with large-scale software through role-play and phenomenography
ID: 13028 | Title: scrabble: transferrable semi-automated semantic metadata normalization using intermediate representation
ID: 13029 | Title: en route to a better integration and evaluation of social capacities in vocal artificial agents
ID: 13030 | Title: dynamic hypertext generation for reusing open corpus content
ID: 13031 | Title: shelfhelp: empowering humans to perform vision-independent manipulation tasks with a socially assistive robotic cane
ID: 13032 | Title: towards building a global oracle: a physical mashup using artificial intelligence technology
ID: 13033 | Title: towards electronic health record support for collaborative processes
ID: 13034 | Title: linguistic information extraction for job ads (sire project)
ID: 13035 | Title: distributed collective practices in collaborative music performance
ID: 13036 | Title: bio-geometry: challenges, approaches, and future opportunities in proteomics and drug discovery
ID: 13037 | Title: a knowledge management architecture for digital cultural heritage
ID: 13038 | Title: jointly modeling label and feature heterogeneity in medical informatics
ID: 13039 | Title: interactive drawing tools to support modeling of dynamic systems
ID: 13040 | Title: filtering graduate courses based on linkedin profiles
ID: 13041 | Title: concept and relation extraction in the finance domain
ID: 13042 | Title: the harmonic memory: a knowledge graph of harmonic patterns as a trustworthy framework for computational creativity
ID: 13043 | Title: expanding the locus of control: design of a mobile quantified self-tracking application for whiplash patients
ID: 13044 | Title: revolutionizing aerospace and defense: the impact of ai and robotics on modern warfare
ID: 13045 | Title: producing competent hpc graduates
ID: 13046 | Title: disentangling participatory ict design in socioeconomic development
ID: 13047 | Title: towards a meta-modeling approach for social business process requirements capture
ID: 13048 | Title: knowletracker: a semantic service-oriented system for enterprise campaign management
ID: 13049 | Title: peta: a pedagogical embodied teaching agent
ID: 13050 | Title: towards a body of knowledge for model-based software engineering
ID: 13051 | Title: towards a roadmap on software engineering for responsible ai
ID: 13052 | Title: voice in human–agent interaction: a survey
ID: 13053 | Title: """was that successful?"" on integrating proactive meta-dialogue in a diy-assistant using multimodal cues"
ID: 13054 | Title: empirical analysis of bias in voice-based personal assistants
ID: 13055 | Title: theoretical and practical thoughts on the interplay of patterns and creativity
ID: 13056 | Title: formulation and verification of the body of knowledge of new discipline using wikibok
ID: 13057 | Title: context based adaptation of semantic rules in smart buildings
ID: 13058 | Title: does knowledge management matter? the empirical evidence from market-based valuation
ID: 13059 | Title: patterns for managing an escalated issue
ID: 13060 | Title: a comparison of several key information visualization systems for secondary use of electronic health record content
ID: 13061 | Title: identifying risks for cross-disciplinary higher degree research students
ID: 13062 | Title: knowledge graph based recommender system for an academic domain – a proposal
ID: 13063 | Title: a (very) brief introduction to fluid construction grammar
ID: 13064 | Title: automated security test generation for mqtt using attack patterns
ID: 13065 | Title: a semantic policy sharing and adaptation infrastructure for pervasive communities
ID: 13066 | Title: cat: a context-aware trust model for open and dynamic systems
ID: 13067 | Title: a dialog about the special issues on theory
ID: 13068 | Title: ways of thinking in informatics
ID: 13069 | Title: using factors to predict and analyze landlord-tenant decisions to increase access to justice
ID: 13070 | Title: "erp systems in smes between a choice &amp; an obligation"
ID: 13071 | Title: semantic portals in biomedicine: case study
ID: 13072 | Title: stress management training using biofeedback guided by social agents
ID: 13073 | Title: towards a conversational agent architecture to favor knowledge discovery in serious games
ID: 13074 | Title: establishing government chief information officer systems: readiness assessment
ID: 13075 | Title: metaphors in voice user interfaces: a slippery fish
ID: 13076 | Title: designing for knowledge construction to facilitate the uptake of open science: laying out the design space
ID: 13077 | Title: the last decade of hci research on children and voice-based conversational agents
ID: 13078 | Title: gecoagent: a conversational agent for empowering genomic data extraction and analysis
ID: 13079 | Title: psychometrics in behavioral software engineering: a methodological introduction with guidelines
ID: 13080 | Title: remote work in public sector organisations: employees’ experiences in a pandemic context
ID: 13081 | Title: simulation trust and the internet of things
ID: 13082 | Title: co-performance: conceptualizing the role of artificial agency in the design of everyday life
ID: 13083 | Title: modern information technologies as a tool for research and presentation of narrative: possible ways of application in historical science
ID: 13084 | Title: psychological contract in the information systems profession
ID: 13085 | Title: stereotypical trust and bias in dynamic multiagent systems
ID: 13086 | Title: dynamic and stabilizing forces in knowledge organization systems for business ecosystems
ID: 13087 | Title: collaborative framework for supporting indigenous knowledge management
ID: 13088 | Title: blockchain and beyond: understanding blockchains through prototypes and public engagement
ID: 13089 | Title: from coded bias to existential threat: expert frames and the epistemic politics of ai governance
ID: 13090 | Title: on using artificial intelligence in the search of the best professional resumes
ID: 13091 | Title: expert locator system for finding co-authors using snowball network method: a case study of fasilkom ui lecturers
ID: 13092 | Title: lesslex: linking multilingual embeddings to sense representations of lexical items
ID: 13093 | Title: ivolunteer: a digital ecosystem for life-long volunteering
ID: 13094 | Title: reformulating clancey's generic tasks for bridging both sides of dual reality
ID: 13095 | Title: development of an expert system for personalized crop planning
ID: 13096 | Title: picturing what others know: towards a dashboard for interdisciplinarity
ID: 13097 | Title: dynamic multi-component based activity detection and recognition within smart homes
ID: 13098 | Title: modeling knowledge: an open models approach
ID: 13099 | Title: "sustaining the growth and vitality of the m&amp;s discipline"
ID: 13100 | Title: a fluid knowledge representation for understanding and generating creative metaphors
ID: 13101 | Title: a modeling approach for integration and contextualization of simulation-based digital services in iiot
ID: 13102 | Title: exp\'{e}rience de transfert de savoirs et de technologies issus de la recherche et de l'industrie aux \'{e}tudiants d'une formation en ihm
ID: 13103 | Title: ethics: what is the research scenario in the brazilian symposium sbqs?
ID: 13104 | Title: why do i have to take over control? evaluating safe handovers with advance notice and explanations in had
ID: 13105 | Title: decide or delegate: how script knowledge based conversational assistants should act in inconclusive situations
ID: 13106 | Title: apport de la th\'{e}orie de l'activit\'{e} et des outils collaboratifs \`{a} la gestion des connaissances
ID: 13107 | Title: towards a theoretical approach for analysing music recommender systems as sociotechnical cultural intermediaries
ID: 13108 | Title: automanner: an automated interface for making public speakers aware of their mannerisms
ID: 13109 | Title: social deliberation for organizations
ID: 13110 | Title: neither playing nor gaming: pottering in games
ID: 13111 | Title: using xml for cloud specification and xquery for service discovery
ID: 13112 | Title: turning keywords into uris: simplified user interfaces for exploring linked data
ID: 13113 | Title: modeling wireless sensor networks based context-aware emergency coordination systems
ID: 13114 | Title: information architects: what they do and how to become one
ID: 13115 | Title: slicepedia: providing customized reuse of open-web resources for adaptive hypermedia
ID: 13116 | Title: aid to regional development agencies: finding and matching research funding opportunities
ID: 13117 | Title: towards context-aware semantic web service discovery through conceptual situation spaces
ID: 13118 | Title: from inanimate object to agent: impact of pre-beginnings on the emergence of greetings with a robot
ID: 13119 | Title: can conversational agents change the way children talk to people?
ID: 13120 | Title: evaluating the promise of human-algorithm collaborations in everyday work practices
ID: 13121 | Title: expanding and refining design and criticality in hci
ID: 13122 | Title: demand predictability evaluation for supply chain processes using semantic web technologies use case
ID: 13123 | Title: user-based adaptive software development for gamified systems
ID: 13124 | Title: avoiding the abject and seeking the script: perceived mind, morality, and trust in a persuasive social robot
ID: 13125 | Title: emergence as a feature of practice-based design research
ID: 13126 | Title: information retrieval and deduplication for tourism recommender sightsplanner
ID: 13127 | Title: a semantic web architecture for advocate agents to determine preferences and facilitate decision making
ID: 13128 | Title: design metaphors for understanding user expectations of socially interactive robot embodiments
ID: 13129 | Title: how engineers’ imaginaries of healthcare shape design and user engagement: a case study of a robotics initiative for geriatric healthcare ai applications
ID: 13130 | Title: contextualising goal setting for behaviour change – from baby steps to value directions
ID: 13131 | Title: multimedia and medicine: teammates for better disease detection and survival
ID: 13132 | Title: multimodal child-robot interaction: building social bonds
ID: 13133 | Title: route reasoning-based mobility modeling and simulation for street fight using devs
ID: 13134 | Title: a reputation-based framework for honest provenance reporting
ID: 13135 | Title: an agile new research framework for hybrid human-ai teaming: trust, transparency, and transferability
ID: 13136 | Title: configuring patterns and pattern languages for systemic inquiry and design
ID: 13137 | Title: systematic approach for mapping software development methods to the essence framework
ID: 13138 | Title: a linguistic analysis of group support systems interactions for uncovering social realities of organizations
ID: 13139 | Title: bilingual lexicon extraction from comparable corpora using in-domain terms
ID: 13140 | Title: intelligent agents for traffic simulation
ID: 13141 | Title: working for the invisible machines or pumping information into an empty void? an exploration of wikidata contributors' motivations
ID: 13142 | Title: evaluation framework for search methods focused on dataset findability in open data catalogs
ID: 13143 | Title: criteria catalogue for collaborative environments
ID: 13144 | Title: new technology and the post-human self: rethinking appropriation and resistance
ID: 13145 | Title: computer-supported assessment for tailoring assistive technology
ID: 13146 | Title: geolinked open data for the municipality of catania
ID: 13147 | Title: simplifying complexity: modeling the process of collaboration between artists and scientists
ID: 13148 | Title: knowledge compilation for automated team composition exploiting standard sql
ID: 13149 | Title: modeling task experience in user assistance systems
ID: 13150 | Title: finding informative commonalities in concept collections
ID: 13151 | Title: knowledge-based risk management: a systematic literature review
ID: 13152 | Title: enslaved to the trapped data: a cognitive work analysis of medical systematic reviews
ID: 13153 | Title: improving accuracy of identifying clinical concepts in noisy unstructured clinical notes using existing internal redundancy
ID: 13154 | Title: accountable bench-to-bedside data-sharing mechanism for researchers
ID: 13155 | Title: “we try to empower them�? - exploring future technologies to support migrant jobseekers
ID: 13156 | Title: have we taken on too much?: a critical review of the sustainable hci landscape
ID: 13157 | Title: hierarchical physician recommendation via diversity-enhanced matrix factorization
ID: 13158 | Title: the stereotype content model applied to human-robot interactions in groups
ID: 13159 | Title: factors influencing expatriate academics' knowledge sharing: a framework
ID: 13160 | Title: mining service integration opportunities towards joined-up government
ID: 13161 | Title: modelling of a fortiori reasoning
ID: 13162 | Title: opportunities for knowledge management tools in clinical genetic services
ID: 13163 | Title: the role of icts on enhancing collaborative capital in developing economies: a case of smes and non-state actors in tanzania
ID: 13164 | Title: using narrative functions as a heuristic for relevance in story understanding
ID: 13165 | Title: 100 million hours of audiovisual content: digital preservation and access in the prestoprime project
ID: 13166 | Title: co-discovering common ground in a collaborative community: the boostinno participatory collaboration mapping case
ID: 13167 | Title: an embodied approach for evolving robust visual classifiers
ID: 13168 | Title: using dynamic knowledge hypergraphs toward proactive alops through digital twins
ID: 13169 | Title: designing everyday conversational agents for managing health and wellness: a study of alexa skills reviews
ID: 13170 | Title: combining memory and emotion with dialog on social companion: a review
ID: 13171 | Title: "what is ""critical"" about critical design?"
ID: 13172 | Title: the mocking gaze: the social organization of kinect use
ID: 13173 | Title: therapy: location-aware assessment and tasks
ID: 13174 | Title: improving performance, perceived usability, and aesthetics with culturally adaptive user interfaces
ID: 13175 | Title: towards knowledge assisted agile requirements evolution
ID: 13176 | Title: exploiting information context to improve productivity by modeling the domain specific tasks of the users
ID: 13177 | Title: contact zones: designing for more-than-human food relations
ID: 13178 | Title: big data platforms and tools for data analytics in the data science engineering curriculum
ID: 13179 | Title: hacking culture, not devices: access and recognition in feminist hackerspaces
ID: 13180 | Title: decolonizing e-government benchmarking
ID: 13181 | Title: brain-computer integration: a framework for the design of brain-computer interfaces from an integrations perspective
ID: 13182 | Title: a qualitative difference: integrating qualitative data into humanitarian response operations
ID: 13183 | Title: rethinking the role of ai with physicians in oncology: revealing perspectives from clinical and research workflows
ID: 13184 | Title: supervising multiple operating rooms using a head-worn display: a longitudinal evaluation of the experience of supervising anesthesiologists and their co-workers
ID: 13185 | Title: transparency, fairness, and coping: how players experience moderation in multiplayer online games
ID: 13186 | Title: is this ai trained on credible data? the effects of labeling quality and performance bias on user trust
ID: 13187 | Title: how does hci understand human agency and autonomy?
ID: 13188 | Title: research and application of digital design of nanjing ming city wall“meridian gate�?
ID: 13189 | Title: motion and meaning: data-driven analyses of the relationship between gesture and communicative semantics
ID: 13190 | Title: melanee and dlm: a contribution to the multi collaborative comparison challenge
ID: 13191 | Title: how shortening or lengthening design processes configure decision making
ID: 13192 | Title: accessibility in software practice: a practitioner’s perspective
ID: 13193 | Title: acordar: a test collection for ad hoc content-based (rdf) dataset retrieval
ID: 13194 | Title: german ai start-ups and “ai ethics�?: using a social practice lens for assessing and implementing socio-technical innovation
ID: 13195 | Title: capable but amoral? comparing ai and human expert collaboration in ethical decision making
ID: 13196 | Title: “i didn’t catch that, but i’ll try my best�?: anticipatory error handling in a voice controlled game
ID: 13197 | Title: disinformation as infrastructure: making and maintaining the qanon conspiracy on italian digital media
ID: 13198 | Title: supporting people with autism spectrum disorders in the exploration of pois: an inclusive recommender system
ID: 13199 | Title: investigating the potential impact of values on requirements and software engineering
ID: 13200 | Title: """be gay, do crimes"": the co-production and activist potential of contemporary fanzines"
ID: 13201 | Title: the role of partial automation in increasing the accessibility of digital games
ID: 13202 | Title: the agile success model: a mixed-methods study of a large-scale agile transformation
ID: 13203 | Title: legally enforceable smart-contract languages: a systematic literature review
ID: 13204 | Title: review of human decision-making during computer security incident analysis
ID: 13205 | Title: algorithmic impact assessments and accountability: the co-construction of impacts
ID: 13206 | Title: what's next in blockchain research? - an identification of key topics using a multidisciplinary perspective
ID: 13207 | Title: evaluating and comparing skill chains and rating systems for dynamic difficulty adjustment
ID: 13208 | Title: physio-stacks: supporting communication with ourselves and others via tangible, modular physiological devices
ID: 13209 | Title: the information resilience framework: vulnerabilities, capabilities, and requirements
ID: 13210 | Title: decolonizing tactics as collective resilience: identity work of aapi communities on reddit
ID: 13211 | Title: what a driver wants: user preferences in semi-autonomous vehicle decision-making
ID: 13212 | Title: the semantic tagging model of chinese question sentence chunk based on description logics
ID: 13213 | Title: 'routine infrastructuring' as 'building everyday resilience with technology': when disruption becomes ordinary
ID: 13214 | Title: the power of interpretation: qualitative methods in cybersecurity research
ID: 13215 | Title: ergonomics for the design of multimodal interfaces
ID: 13216 | Title: knowledge transfer, sharing, and management system based on causality for requirements change management
ID: 13217 | Title: mediating open data consumption - identifying story patterns for linked open statistical data
ID: 13218 | Title: evaluating quality in use of corporate web sites: an empirical investigation
ID: 13219 | Title: project management practices as a subject of research for cscw: status and future opportunities
ID: 13220 | Title: identifying patterns in idc research: technologies for improving children's well-being connected to overweight issues
ID: 13221 | Title: vdml4rs: a tool for reputation systems modeling and design
ID: 13222 | Title: integration of brainstorming platform in a system of information systems
ID: 13223 | Title: knowledge profiles of employees
ID: 13224 | Title: collective intelligence approach for free software adoption by municipalities
ID: 13225 | Title: lost in persuasion: a multidisciplinary approach for developing usable, effective, and reproducible persuasive technology for health promotion
ID: 13226 | Title: clef 15th birthday: past, present, and future
ID: 13227 | Title: billions of interaction designers
ID: 13228 | Title: creative participation and mobile ecologies among resource-constrained aspirant designers in cape town, south africa
ID: 13229 | Title: digital humanities: crafts and occupations
ID: 13230 | Title: science 2.0 supported by open access repositories and open linked data
ID: 13231 | Title: organizational social structures for software engineering
ID: 13232 | Title: estimating content concreteness for finding comprehensible documents
ID: 13233 | Title: defense and security applications of modeling and simulation - grand challenges and current efforts
ID: 13234 | Title: the human touch: participatory practice and the role of facilitation in designing with communities
ID: 13235 | Title: impact of human operators on communication network dependability
ID: 13236 | Title: wicked games: on the design of ethical gameplay
ID: 13237 | Title: "new m&amp;s challenges derived from the nato research &amp; technology organization (rto) systems analysis studies (sas-071) task group on analytical tools for irregular warfare"
ID: 13238 | Title: active artifacts as bridges between context and community knowledge sources
ID: 13239 | Title: software maturity: design as dark art
ID: 13240 | Title: a model for strengthening the software engineering research capacity
ID: 13241 | Title: knowledge graph construction with a fa\c{c}ade: a unified method to access heterogeneous data sources on the web
ID: 13242 | Title: data is about detail: an empirical investigation for software systems with nlp at core
ID: 13243 | Title: kurt: a household assistance robot capable of proactive dialogue
ID: 13244 | Title: 
ID: 13245 | Title: 
ID: 13246 | Title: extending linked usdl by trust assertion
ID: 13247 | Title: measuring motivations of crowdworkers: the multidimensional crowdworker motivation scale
ID: 13248 | Title: conceptual architecture of gate big data platform
ID: 13249 | Title: living without a mobile phone: an autoethnography
ID: 13250 | Title: empowering end users to customize their smart environments: model, composition paradigms, and domain-specific tools
ID: 13251 | Title: doing sociomateriality research in information systems
ID: 13252 | Title: personality, motivations, and information quality: a comparative study across games for human computation
ID: 13253 | Title: a retrospective analysis of sac requirements: engineering track
ID: 13254 | Title: bridge the terminology gap between recruiters and candidates: a multilingual skills base built from social media and linked data
ID: 13255 | Title: exploring chaotic performance in projects and its relationship with knowledge creation process
ID: 13256 | Title: creativity support to improve health-and-safety in manu-facturing plants: demonstrating everyday creativity
ID: 13257 | Title: immodest proposals: research through design and knowledge
ID: 13258 | Title: exploring digital environments for research in philosophy: metaphorical models of sustainability
ID: 13259 | Title: decision making support in cmmi process areas using multiparadigm simulation modeling
ID: 13260 | Title: modeling play: re-casting expertise in mmogs
ID: 13261 | Title: modeling play: re-casting expertise in mmogs
ID: 13262 | Title: activity-centric support for weakly-structured business processes
ID: 13263 | Title: designing judicious interactions for cognitive assistance: the acts of assistance approach
ID: 13264 | Title: creating human-machine synergy in negotiation support systems: towards the pocket negotiator
ID: 13265 | Title: um prospecto de sistemas colaborativos: modelos e frameworks
ID: 13266 | Title: the establishment and research of an evaluation model based on network analytic hierarchy process
ID: 13267 | Title: should do, can do, can know: sustainability and other reflections on one hundred and one interaction design projects
ID: 13268 | Title: ressources de connaissances dans les ateliers de fabrication: objectifs et d\'{e}fis: knowledge resources in fabrication workshops: objectives and challenges
ID: 13269 | Title: report on the quantum information access and retrieval theory winter school
ID: 13270 | Title: designing alternative form-autocompletion tools to enhance privacy decision making and prevent unintended disclosure
ID: 13271 | Title: query interface for smart city internet of things data marketplaces: a case study
ID: 13272 | Title: a digital collaborative platform for the silver economy: functionalities required by stakeholders in a multinational baltic sea region project
ID: 13273 | Title: the entoptic field camera as metaphor-driven research-through-design with ai technologies
ID: 13274 | Title: para cima y pa’ abajo: building bridges between hci research in latin america and in the global north
ID: 13275 | Title: embodied participation: (re)situating bodies in collaborative research
ID: 13276 | Title: report on the workshop on personal knowledge graphs (pkg 2021) at akbc 2021
ID: 13277 | Title: producing and consuming instructional material in manufacturing contexts: evaluation of an ar-based cyber-physical production system for supporting knowledge and expertise sharing
