12436;Leveraging Linked Data to Propel Competency-Based Education Based on Labour Skills
12437;Design and development of Learning objects based on conceptual model: Competency-based approach
12438;Improving collaborative learning by personalization in Virtual Learning Environments using agents and competency-based ontology
12439;Ontology-Based Model Sustaining Competence Management within Corporates: Competence Certification in CSR
12440;A study on searching and recommending SCORM CPs by ontological support
12441;Bridging Education and Labor Skills by a Novel Competency-Based Course Linked-Data Model
12442;Using a Competence Model to Aggregate Learning Knowledge Objects
12443;Competency Models: A Review of Initiatives
12444;Virtual Laboratory ontology for engineering education
12445;Ontology driven framework for assessing the syllabus fairness of a question paper
12446;Ontology-driven modeling for the culturally-sensitive curriculum development: A case study in the context of vocational ICT education in Afghanistan
12447;A Competency-Oriented Modeling Approach for Personalized E-Learning Systems
12448;Competency semantic information modularization and its architecture
12449;Ontology-Based Annotation Grid Services for E-Learning
12450;Modeling information resources and application using ontological engineering
12451;Course prescription using ontologies
12452;Supporting Cognitive Competence Development in Virtual Classrooms - Personal Learning Management and Evaluation Using Pedagogical Agents
12453;Ontology Based System to Guide Internship Assignment Process
12454;A Method of Educational Quality Administration Based on Hyper Meta Ontology
12455;An Ontology-Based Multi-level Semantic Representation Model for Learning Objects Annotation
12456;Ontology Approach for the Intelligent Analysis of Labor Market and Educational Content Matching
12457;Lab2go — A repository to locate educational online laboratories
12458;Knowledge Engineering for Competence Assessment on Serious Games Based on Semantic Web
12459;An ontology learning and teaching techniques for competency-based curricula design
12460;The Development of Semantic Feedback for Teaching and Learning in Physical Education
12461;An ontology-based mechanism for assembling learning objects
12462;Work in progress — Studying design cognition to improve design education
12463;A Rule-Based Approach for Developing a Competency-Oriented User Model for E-Learning Systems
12464;Methodology of formation of educational resources On the basis of ontology
12465;Ontology-Based Education/Industry Collaboration System
12466;Ontologic design of software engineering knowledge area knowledge components
12467;Interoperability frameworks for competencies and learning outcomes: Databases vs ontologies
12468;EntreCom4ALL MODEL to sustain the entrepreneurship competence needs
12469;Integration at Vocational Education and Training Level through Mapped Ontologies
12470;Analysis of Competency Questions for Automatic Generation of Lexico-Syntactic Ontology Design Patterns
12471;The Use of Artificial Intelligence in Modern Educational Technologies in the Transition to a Smart Society
12472;On Computing Learning Ontology with Mental Attributes
12473;Exploiting Semantic and Social Technologies for Competency Management
12474;Integrating Trust and Competency Management to Improve Learning
12475;The Language Technologies for Lifelong Learning Project
12476;A Semantic Approach for Improving Competence Assessment in Organizations
12477;Assessing the performance of educational institutions: A multidimensional approach
12478;A knowledge representation model for massive open online course platforms
12479;A Smart Competence-Based Prioritisation for Learning Programmes
12480;Enterprise ontology oriented competence: A support for enterprise architecture
12481;Design and development of Learning objects based on conceptual model: Competency-based approach
12482;Ontology Based Decision Support in Career Choice
12483;Towards Semantic Web-based competence management: Going beyond the limits of traditional competence management
12484;A combined e-learning and finance management system based on ontology: A case study of SMEs in Morocco
12485;Technology for performance-based lifelong learning
12486;EntreCompOnto: An Ontology for Semantic Representation of Entrepreneurship Competences
12487;A Classroom Activity Ontology and Knowledge-Based Assessment Approach
12488;A project mediation approach to interdisciplinary learning
12489;Ontology literature review as guidelines for improving Croatian Qualification Framework
12490;Towards Guided Personal Learning Environments: Concept, Theory, and Practice
12491;SCALE: A Smart Competence Analytics Solution for English Writing
12492;Ontologies for a Semantic Quiz Architecture
12493;An automation of the course design with use of learning objects with evaluation based on the Bloom taxonomy
12494;Modeling Competencies in Competency-Based Learning: Classification and Cartography
12495;Workplace learning - providing recommendations of experts and learning resources in a context-sensitive and personalized manner: An approach for ontology supported workplace learning
12496;A conceptual framework for ontology-based expertise knowledge map
12497;An ontology approach to storing educational information
12498;ePortfolio System Design Based on Ontological Model of Self-Regulated Learning
12499;Cooperative education development: Towards ICT reference models
12500;Enhanced semantic automatic ontology enrichment
12501;Comparing the competence contents of demand and supply sides on the labour market
12502;Competences memory map: A model for the representation of competences applied in education
12503;Information - Education Milieu: Methodology of Forming Knowledge Content and Practice Oriented Training of IT-disciplines
12504;Ontological Approach to Training Personnel for Complex Automated Industrial Systems
12505;Supporting High-quality Early Childhood Education Services throught ICTs
12506;DuriO concept evaluation
12507;Semantic Web Technology as a Tool for Integrating Training and Job Market Supply Chains
12508;Effects of design education on design cognition: A preliminary study of a sophomore design course
12509;Forming Community of Practice in IT department of Higher Education Institution
12510;Intelligent System for Evaluating the Level of Formation of Professional Competencies of Students
12511;An Ontology-Based Approach for the Semantic Representation of Job Knowledge
12512;Towards evaluating ontology based data matching strategies matching strategies, evaluation methodology and results
12513;Knowledge Competence Appraisal of Old Northeast Industrial
12514;Ontology for Traditional Modernized Dance Jaipong Oray Welang
12515;An Ontology-Based Well-Founded Proposal for Modeling Resources and Capabilities in ArchiMate
12516;LO-MATCH: A semantic platform for matching migrants' competences with labour market's needs
12517;Linguistic Competency Model for Intentional Agent
12518;An Approach for the Personalization of Exercises Based on Contextualized Attention Metadata and Semantic Web technologies
12519;Intelligent visual reasoning tutor
12520;FML-based intelligent adaptive assessment platform for learning materials recommendation
12521;Planning of production processes for agricultural enterprises using joint competences of university and IT company in development of knowledge bases
12522;Ensuring Semantic Annotation and Retrieval within Pervasive E-Learning Systems
12523;Managing software engineering competences with domain ontology for customer and team profiling and training
12635;The Opportunities of Cloud Computing for Managing Competences and Learning Paths in Pharmacy
12636;Developing Educational Ontology: A Case Study in Physics
12637;Integrating the Learning Objectives and Syllabus into a Domain Ontology for Data Structures Course
12638;A Conceptual Model for Personalized Learning Based on Educational Robots
12639;An Ontology Model for Content Recommendation in Personalized Learning Environment
12640;An Adult Learner's Knowledge Model Based on Ontologies and Rule Reasoning
12641;Mobile Learning and Integration of Advanced Technologies in Education
12642;Towards A Comprehensive Serious Educational Games' Ontology
12643;Investigating Learning Styles in the Online Educational Environment
12644;Competence Web-Based Assessment for Lifelong Learning
12645;Supporting Adaptive Learning Interactions with Ontologies
12646;Enhance Employees' Competences through Customized Learning
12647;An Interactive Ontology Learning Workbench for Non-Experts
12648;Increasing Adoption of Smart Learning Content for Computer Science Education
12649;Learning Systems as Ontology-Based Learning Object Repository
12650;Competences Management in an Organizational Learning Context
12651;Designing Customisable Data Science Curriculum Using Ontology for Data Science Competences and Body of Knowledge
12652;Ontology-Based E-Learning Content Recommender System for Addressing the Pure Cold-Start Problem
12653;Moodle's Ontology Development from UML for Social Learning Network Analysis
12654;A Methodology for Personalized Competency-Based Learning in Undergraduate Courses
12655;Towards an Ontology for Smart City Competences
12656;Using Visual Learning Analytics to Support Competence-Based Learning
12657;Towards Gameplay Ontology for Game Based Learning System Design Process Monitoring
12658;A Model and a Method for Assessing Students' Competencies in e-Learning System
12659;Lifelong Learning in Virtual Education Space with Intelligent Assistants
12660;The Hybrid Recommendation of Digital Educational Resources in a Distance Learning Environment: The Case of MOOC
12661;Data Scientist Professional Revisited: Competences Definition and Assessment, Curriculum and Education Path Design
12662;Open Assessment Resources Recommendation for Competence Assessment
12663;Development and Use of Domain-Specific Learning Theories, Models, and Instruments in Computing Education
12664;Exploring Learning Resource Recommendation Approaches for Secondary Education
12665;An Approach of Recommending Personalized Web Services through Annotations in Learning Environment
12666;Usability of the PAL Objectives Dashboard for Children's Diabetes Self-Management Education
12667;Learning Services-Based Technological Ecosystems
12668;Personalizing Access to Learning Networks
12669;Learning Analytics in CSCL with a Focus on Assessment: An Exploratory Study of Activity Theory-Informed Cluster Analysis
12670;Formal Competence-Based Assessment: On Closing the Gap between Academia and Industry
12671;Modelling Competencies for Computing Education beyond 2020: A Research Based Approach to Defining Competencies in the Computing Disciplines
12672;Personality Learning Analytics System in Intelligent Virtual Learning Environment
12673;"Multidisciplinarity vs. Multivocality, the Case of ""Learning Analytics"""
12674;Matching Large Biomedical Ontologies Using Symbolic Regression
12675;Obtaining Adaptation of Virtual Courses by Using a Collaborative Tool and Learning Design
12676;Ontological Search for Academic Resources
12677;The Computing Ontology: Application in Education
12678;User-Driven Design of Ontology-Based, Context-Aware and Self-Learning Continuous Care Applications
12679;Towards a Framework for Ontology Learning from Interactions in Natural Language and Reasoning
12680;Analysing and Improving Embedded Markup of Learning Resources on the Web
12681;Learn-B: A Social Analytics-Enabled Tool for Self-Regulated Workplace Learning
12682;Ontological Model for the Semantic Description of Syllabuses
12683;Semantic Technologies in E-Learning: Learning Analytics and Artificial Neural Networks in Personalised Learning Systems
12684;Navigation Support for Learners in Informal Learning Environments
12685;Towards the Establishment of Supporting Mechanisms for Modeling and Generating Educational Content
12686;
12687;Perceptions of Learning Management System Application in Computer Undergraduate Courses
12688;Open Educational Practices and Resources Based on Social Software, UTPL Experience
12689;Artificial Intelligence in Education: Ethical Issues and Its Regulations
12690;Exploring Foundations for Computer-Supported Collaborative Learning
12691;New Construction Process of Standardized Learner Profile
12692;The Utilisation of Interactive Simulations in the Teaching and Learning of a Grade 10 Chemistry Topic: A Case in the North West Province of South Africa: The Utilisation of Interactive Simulations in Chemistry
12693;An Ontology Based Linguistic Infrastructure to Represent Software Risk Identification Knowledge
12694;Deriving Group Profiles from Social Media to Facilitate the Design of Simulated Environments for Learning
12695;Why Web 2.0 is Good for Learning and for Research: Principles and Prototypes
12696;A Correlation Verb (CorrVerb) Ontology for Object Properties Specification within Knowledge Domain Representations
12697;Use Of ICT To Promote And Analyze Argumentative And Metacognitive Processes In Higher Education
12698;Domain Driven Design and Provision of Micro-Services to Build Emerging Learning Systems
12699;Characterization of Serious Games Guided by the Educational Objectives
12700;Social Tags and Linked Data for Ontology Development: A Case Study in the Financial Domain
12701;Intercultural Computing Education: Toward Justice Across Difference
12702;Fostering STEAM Education Using Computers and Information Technologies
12703;Learning Services Provisioning Using Semantic Web Technologies
12704;Fast and Accurate Framework for Ontology Matching in Web of Things
12705;An Ontology-Based Information Model for Multi-Domain Semantic Modeling and Analysis of Smart City Data
12706;Learning and Performing Assembly Processes: An Overview of Learning and Adaptivity in Digital Assistance Systems for Manufacturing
12707;Collaborative Learning Services in the Smart University Environment
12708;Technology Enhanced Learning with Subject Field Multiplicity Support
12709;A Serious Game to Support Learning and Minimize the Social Isolation of Children with Autism
12710;Resources and Semantic-Based Knowledge Models for Personalized and Self-Regulated Learning in the Web: Survey and Trends
12711;Extension of the BiDO Ontology to Represent Scientific Production
12712;A Repository of Students' Resources to Improve the Teamwork Competence Acquisition
12713;The ICARUS Ontology: A General Aviation Ontology Developed Using a Multi-Layer Approach
12714;The Cyber Education Project and IT IAS Curriculum
12715;Validation of Informal Learning
12716;Ontology Module Extraction for Ontology Reuse: An Ontology Engineering Perspective
12717;The Tool for Migrating Learning Content from Moodle to Open EdX
12718;An Eye-Tracking Study of Notational, Informational, and Emotional Aspects of Learning Analytics Representations
12719;Curriculum Data Enrichment with Ontologies
12720;Making Teaching and Learning Visible: How Can Learning Designs Be Represented?
12721;Automatic Translation of Competency Questions into SPARQL-OWL Queries
12722;ONLIFE SELFHOOD AND INTRINSIC CHARACTERISTICS OF DIGITAL TECHNOLOGIES: AN EDUCATIONAL APPROACH
12723;Knowledge Model for Developing, Searching and Using Personalized Learning Content for Learners, Having Dyslexia Disability
12724;Remote Experimentation Supported by Learning Analytics and Recommender Systems
12725;Identifying Educational Innovation Characteristics
12726;A Study of the Impact of Task Complexity and Interface Design on E-Learning Task Adaptations
12727;Negotiating the Web Science Curriculum through Shared Educational Artefacts
12728;SeeQuery: An Automatic Method for Recommending Translations of Ontology Competency Questions into SPARQL-OWL
12729;Towards an Ontology-Driven Approach to Model and Analyze Microservices Architectures
12730;Ontology-Based Framework For Automatic Generation Of SQL Assessment
12731;Sequencing Educational Content in Classrooms Using Bayesian Knowledge Tracing
12732;Extending RiC-O to Model Historical Architectural Archives: The ITDT Ontology
12733;ICON: An Ontology for Comprehensive Artistic Interpretations
12734;(Anti)-Intentional Harms: The Conceptual Pitfalls of Emotion AI in Education
12735;SemCCM: Course and Competence Management in Learning Management Systems Using Semantic Web Technologies
12736;Towards an Automatic Approach for Assessing Program Competencies
12737;Towards the Development of an Adaptive E-Learning System with Chatbot Using Personalized E-Learning Model
12738;Experiential Observations: An Ontology Pattern-Based Study on Capturing the Potential Content within Evidences of Experiences
12739;Improving the Competency of First-Order Ontologies
12740;Video Games for Learning: Design Considerations and Its Application in the Video Game “The Time Invaders�?: Video Games for Learning: Design Considerations and Application
12741;Tangible Interaction for Children’s Creative Learning: A Review
12742;Ontology-Guided Job Market Demand Analysis: A Cross-Sectional Study for the Data Science Field
12743;A Proposal for Ontology-Based Integration of Heterogeneous Decision Support Systems for Structural Health Monitoring
12744;Student Creativity and Talent Development in Higher Education Institutions of Azerbaijan
12745;Improvised Video as a Medium for Learning and Designing Interactions
12746;Automatic Generation of Quizzes from DBpedia According to Educational Standards
12747;User Needs-Driven Enrichment of Ontology: A Case Study in Sri Lankan Agriculture
12748;An Ontology-Based Application in Heart Electrophysiology: Representation, Reasoning and Visualization on the Web
12749;Integration and Data Portability in the Programming of Digital Analytical Services of the Education System
12750;Forging a Path: Faculty Interviews on the Present and Future of Computer Science Education in the United States
12751;ADOPTA Model of Learmer and Educational Game Structure
12752;Using Ontologies to Aid Knowledge Sharing in HCI Design
12753;Ontology-Driven Detection of Redundancy in Short Texts and Its Visualization
12754;A Stable Personalised Partner Selection for Collaborative Privacy Education
12755;Multilingual Information Delivery Based on a Domain Ontology
12756;Review of Challenges in Content Extraction in Web Based Personalized Learning Content Management Systems
12757;On the Role of Design in K-12 Computing Education
12758;A Historical Ontology of Semi-Automatic Specification Extraction from Romanian Language
12759;"An Ontology-Driven Approach to Model &amp; Support Mobility and GeoLocation Based Campus Interactions"
12760;An Ontology of Ownership and Control Relations for Bank Holding Companies
12761;Developing and Applying a Company, Product and Business Event Ontology for Text Mining
12762;Ontological Structuring of Logistics Services
12763;An Ontology for Licensing Public Transport Services
12764;Computer Science/Informatics in Secondary Education
12765;Software Security Knowledge Transferring and Learning with Concept Maps
12766;Characterising the Gap Between Theory and Practice of Ontology Reuse
12767;Towards Identification and Classification of Core and Threshold Concepts in Methodology Education in Computing
12768;Ontology Evaluation and Multilingualism
12769;Game Development for Computer Science Education
12770;INSIDE: An Ontology-Based Data Integration System Applied to the Oil and Gas Sector
12771;An Analysis of the Formal Properties of Bloom's Taxonomy and Its Implications for Computing Education
12772;Augmented Reality in Science Classroom: Perceived Effects in Education, Visualization and Information Processing
12773;Reverse Scaffolding: A Constructivist Design Architecture for Mathematics Learning with Educational Technology
12774;A Bayesian Network Model for Machine Learning and Cyber Security
12775;Educational Innovation Management: A Case Study at the University of Salamanca
12776;Adaptive Recommendations to Foster Social Media Skills in Teaching and Learning Scenarios
12777;An Ontology Derived from Heterogeneous Sustainability Indicator Set Documents
12778;Developing an Ontology for the U.S. Patent System
12779;Never-Ending Learning
12781;Reframing HRI Education: A Dialogic Reformulation of HRI Education to Promote Diverse Thinking and Scientific Progress
12782;Designing Computer Science Competency Statements: A Process and Curriculum Model for the 21st Century
12783;An Adaptive Learning System Based on a Matching Jobs and Resumes Engine
12784;An Ecosystem for User Centric Learning: Revolution or Evolution?
12785;Can Technology Replace the Teachers’ Role in Higher Education Settings? A Systematic Literature Review
12786;Conversational Agents for Information Retrieval in the Education Domain: A User-Centered Design Investigation
12787;Ontological Model for Student's Knowledge Assessment
12788;Towards an Ontology-Driven Adaptive Dialogue Framework
12789;Towards an Ontology Pattern Language for Harmonizing Software Process Related ISO Standards
12790;Government Chief Information Officer (GCIO) Ontology: A Tool to Formalize the GCIO Function
12791;The Interaction Ontology: Low-Level Cue Processing in Real-Time Group Conversations
12792;Software Product Line to Overcome the Variability Issue in E-Learning: Systematic Literature Review
12793;Ontology-Based Reasoning to Classify Behaviors Associated with Chronic Disease Risk Factors
12794;Monitoring Online Publications about Public Authorities Activity by Means of Ontological Semantics
12795;Building Ontologies from Text Corpora
12796;An Ontological Approach to Creating an Andean Weaving Knowledge Base
12797;"Taking ""Pragmatic Dimensions"" of Ontologies into Account: Frameworks"
12798;Learning With Pedagogical Models: Videos As Adjuncts to Apprenticeship for Surgical Training
12799;Using TOSCA Language to Model Personalized Educational Content: Introducing EduTOSCA
12800;On Gamification in Action Learning
12801;Automatic Extraction of Core Learning Goals and Generation of Pedagogical Sequences through a Collection of Digital Library Resources
12802;Towards an Ontology Representing Characteristics of Inflammatory Bowel Disease
12803;Ontology for Alleviating Poverty among Farmers in Nigeria
12804;UICO: An Ontology-Based User Interaction Context Model for Automatic Task Detection on the Computer Desktop
12805;Incorporation of Generational Learning in Familiar Interfaces and Systems: A Design Fiction
12806;An Ontology-Based Conversation System for Knowledge Bases
12807;An Ontology of Form PF
12808;Design Insights for the next Wave Ontology Authoring Tools
12809;Towards an Enterprise Ontology Pattern Language
12810;Towards Ontological Foundations of Knowledge Related to the Emissions Trading System
12811;Towards an Upper Ontology and Methodology for Robotics and Automation
12812;The Role of Culture in Collaborative Ontology Design
12813;A Communication-Based Model of Ontology Design and (Re)Use
12814;Ontology-Based Medical Diagnostic Knowledge Structuring Using Case-Based Reasoning Methodology
12815;An Ontology for Stakeholder Collaboration and Knowledge Exploitation in E-Government Project Management
12816;NLP Serving the Cause of Language Learning
12817;Completing and Debugging Ontologies: State of the Art and Challenges in Repairing Ontologies
12818;Towards a Reference Ontology on Mulsemedia Systems
12819;Ontology-Driven Approach to Health Data Management for Remote Healthcare Delivery
12820;An Ontology-Based Co-Creation Enhancing System for Idea Recommendation in an Online Community
12821;Ontology-Based Semantic Matching for Business Process Management
12822;Experiments on Pattern-Based Ontology Design
12823;Ontology Design Patterns for the Semantic Business Processes
12824;Ontology Evaluation Using Wikipedia Categories for Browsing
12825;Ontological Requirements for Analogical, Teleological, and Hypothetical Legal Reasoning
12826;An Ontology to Support Knowledge Management Solutions for Human-Computer Interaction Design
12827;Ontologies of Action and Object in Home Environment towards Injury Prevention
12828;Towards Events Ontology Based on Data Sensors Network for Viticulture Domain
12829;Data Integration Driven Ontology Design, Case Study Smart City
12830;Using Ontologies to Reason about the Usability of Interactive Medical Devices in Multiple Situations of Use
12831;A Researcher Expertise Search System Using Ontology-Based Data Mining
12832;Cross Ontology Query Answering on the Semantic Web: An Initial Evaluation
12833;Transformation of the Pedagogical Process in the Context of Digital Education
12834;Towards Skills-Based Curriculum Analytics: Can We Automate the Recognition of Prior Learning?
12835;Minors as Miners: Modelling and Evaluating Ontological and Linguistic Learning
12836;A Cloud-Based Robot System for Long-Term Interaction: Principles, Implementation, Lessons Learned
12837;An ISO-Based Software Process Ontology Pattern Language and Its Application for Harmonizing Standards
12838;Using Formal Concept Analysis for Ontology Maintenance in Human Resource Recruitment
12839;Practical Skills Demand Forecasting via Representation Learning of Temporal Dynamics
12840;An Investigation on the Use of Ontologies for Pattern Classification - Study Applied to the Monitoring of Food Intake
12841;An Integration-Oriented Ontology Development Methodology to Reuse Existing Ontologies in an Ontology Development Process
12842;Towards a Public Sector Interoperability Ontology: Conceptualization of Fundamental Entities
12843;Mixed Methods: Lessons Learned from Five Cases of Doctoral Theses
12844;A Preliminary Study on the Application of Artificial Intelligence Technology in Meteorological Education and Training*
12845;Expatriate's Mentoring Factor from Laws of Learning to Spiral Effect of Knowledge Management
12846;Empowering Patients and Caregivers to Manage Healthcare Via Streamlined Presentation of Web Objects Selected by Modeling Learning Benefits Obtained by Similar Peers
12847;Science Learning as the Objectification of Discourse
12848;A Novel Machine Learning Approach for the Identification of Named Entity Relations
12849;MIDAS-OWL: An Ontology for Interoperability between Data and Service Cloud Layers
12850;Improved Relaxation-Based Ontology Matching Negotiation
12851;Identifying Government Chief Information Officer Education and Training Needs: The Case of Saudi Arabia
12852;A Ubiquitous Computing Environment for Medical Education
12853;Modeling and Simulation Competency Center for Mature Enterprises
12854;Topic Maps as a Tool for Facilitating Collaborative Work Pedagogy in Knowledge Management Systems
12855;"An Adaptive Learning with Gamification &amp; Conversational UIs: The Rise of CiboPoliBot"
12856;A Snapshot of Ontology Evaluation Criteria and Strategies
12857;Adaptive Knowledge Propagation in Web Ontologies
12858;Random Walk Inference and Learning in a Large Scale Knowledge Base
12859;Impact of the Development of Critical Thinking Skills and Academic Development of Vulnerable Students during Confinement Due to COVID-19: Impact of the Development of Critical Thinking Skills and Academic Development of Vulnerable Students
12860;Feeding a Monster or Doing Good? Mining Industrial Design Student Feedback at Large
12861;A Survey of Algorithmic Methods for Competency Self-Assessments in Human-Autonomy Teaming
12862;Teachers' Disappointment: Theoretical Perspective on the Inclusion of Ambivalent Emotions in Human-Robot Interactions in Education
12863;On the Importance of User Backgrounds and Impressions: Lessons Learned from Interactive AI Applications
12864;Repairing Ontologies via Axiom Weakening
12865;Enterprise Ontology in Enterprise Engineering
12866;Enterprise Ontology Based Splitting and Contracting of Organizations
12867;Student Profile Modeling: An Overview Model
12868;Attitude towards the Use of Mobile Devices for the Practice of Oral Skills in English
12869;Towards a Multimedia Knowledge-Based Agent with Social Competence and Human Interaction Capabilities
12870;Towards an Ontology for Teamwork Enabled Services
12871;An Ontology for Open Government Data Business Model
12872;A Software Measurement Task Ontology
12873;A Configuration Management Task Ontology for Semantic Integration
12874;Semantic Web Based Software Platform for Curriculum Harmonization
12875;The Role Cultural Competency Plays in Teaching Data Science
12876;HPC University: Getting Information about Computational Science Professional and Educational Resources and Opportunities for Engagement
12877;"""Learning for the Rise of China"": Exploring Uses and Gratifications of State-Owned Online Platform"
12878;A Music Theory Ontology
12879;Uncovering Structure behind Function: The Experiment as Teaching Method in Computer Science Education
12880;An Ontology Capturing the Interdependence of the General Data Protection Regulation (GDPR) and Information Security
12881;Ontology-Driven Data Input for Optimization
12882;STAFFER: Skill Training Alliance for the Future European Rail System✱
12883;A Specialized Search Assistant for Learning Objects
12884;Thermoplastic Kilnforms: Extending Glass Kilnforming Techniques to Thermoplastic Materials Using Ontology-Driven Design
12885;From Theory Bias to Theory Dialogue: Embracing Cognitive, Situated, and Critical Framings of Computational Thinking in K-12 CS Education
12886;A Lightweight Methodology for Rapid Ontology Engineering
12887;Strong Labeling of Sound Events Using Crowdsourced Weak Labels and Annotator Competence Estimation
12888;Enriching Employee Ontology for Enterprises with Knowledge Discovery from Social Networks
12889;C-DOM: A Structured Co-Design Framework Methodology for Ontology Design and Development
12890;The Geographic Information Science and Technology and Information Technology Bodies of Knowledge: An Ontological Alignment
12891;Artificial Intelligence Competencies for Data Science Undergraduate Curricula
12892;A Semantic Model for E-Participation - Detailed Conceptualization and Ontology
12893;Conceptualizing the Impacts of Agriculture on Water Resources: Experiences and Ontology Engineering Challenges
12894;Ontology-Based Standardization on Knowledge Exchange in Social Knowledge Management Environments
12895;Data Work in Education: Enacting and Negotiating Care and Control in Teachers' Use of Data-Driven Classroom Surveillance Technology
12896;Identifying Unreliable Sources of Skill and Competency Information
12897;The Facets of Intangible Heritage in Southern Chinese Martial Arts: Applying a Knowledge-Driven Cultural Contact Detection Approach
12898;A Context Based Approach to Adapt Training Strategy for Handicraft Women from Third World Countries
12899;"Multi-National Cyber Security Exercise, Case Flagship&nbsp;2"
12900;Ontology-Based Modelling and Reasoning for Forest Fire Emergencies in Resilient Societies
12901;APFT: Active Peer-Based Flip Teaching
12902;Bringing Computational Thinking to K-12: What is Involved and What is the Role of the Computer Science Education Community?
12903;R.ECOS: Educational Recommender Ecosystem
12904;ACCI 3.0. Technique of Classification, Organization, Creation and Use of Collective Knowledge
12905;Identifying Optimal Clustering Structures for Residential Energy Consumption Patterns Using Competency Questions
12906;OptiqueVQS: Towards an Ontology-Based Visual Query System for Big Data
12907;Visual Affect Around the World: A Large-Scale Multilingual Visual Sentiment Ontology
12908;Design of a Semantic Web and OSGi Based Middleware for ITS Development
12909;Enabling Digital Craftsmanship Capacity Building: A Digital Dalton Plan Approach
12910;Interdisciplinary Projects in the Academic Studio
12911;What's in a Name? International Interpretations of Computing Education Terminology
12912;LONET: An Interactive Search Network for Intelligent Lecture Path Generation
12913;Web Documents Structures as Source for Machine-Understandable Document
12914;TAON: An Ontology-Based Approach to Mitigating Targeted Attacks
12915;Make EXperience Count: Use the Experience Application Programming Interface for More Efficient Learning Management Systems
12916;MicroMandarin: Mobile Language Learning in Context
12917;Panel Discussion: Education on Conceptual Modeling for Simulation - Challenging the Art
12918;"Educating the Workforce: M&amp;S Professional Education"
12919;What We Talk About When We Talk About Programs
12920;Interacting with an Inferred World: The Challenge of Machine Learning for Humane Computer Interaction
12921;Reification and Symbolization
12922;Toward an Embodied-Interaction Design Framework for Mathematical Concepts
12923;The Social Semantic Server: A Flexible Framework to Support Informal Learning at the Workplace
12924;Developing Enterprise Architecture Skills in HEI's: A Russian Survey
12925;Semantic Representation of Context Models: A Framework for Analyzing and Understanding
12926;Knowledge Management and Collective Intelligence through Web Tools
12927;Language Teaching in a Mixed Reality Games Environment
12928;SBI: A Semantic Framework to Support Business Intelligence
12929;Document Annotation Tools: Annotation Classification Mechanisms
12930;Implementing a Data Infrastructure for a Pharmaceutical Community
12931;A Framework for Games Literacy and Understanding Games
12932;King Alfred: A Translation Environment for Learners of Anglo-Saxon English
