ID Paper;Title;Abstract
12677;The Computing Ontology: Application in Education;Working Group 3 at ITiCSE 2007 continued the ongoing work of the Ontology of Computing project. The working group brought several new people into the project and addressed areas of the ontology of particular interest to these participants. In particular, the group worked on the Ontology sections related to History of Computing, Computing Security and Social and Ethical issues. With the intention of applying the ontology to the support of curriculum development in mind, the group also reviewed and discussed proposed means of presenting a visual representation of the ontology. There was also some work on the present structure of the ontology and future possibilities.
12682;Ontological Model for the Semantic Description of Syllabuses;The syllabus is a relevant document to organize how the teaching-learning process will be carried out during an academic course in Higher Education Institutions (HEI). Usually, this document is written in a human-readable format that do not enable automatic processing through intelligent services to support teaching and learning. Therefore, we created OntoSyllabus ontology for the representation of syllabuses applying the NeOn methodology. The semantic model of a syllabus will allow the comprehension for both: machines and humans, and it will facilitate the interchange of data between different services and applications. The ontology was created based on the results of our three previous studies, which helped us to determinate the terms and relations in the syllabus ontology. The documentation and the computable model are available on the Internet for their reuse.
12714;The Cyber Education Project and IT IAS Curriculum;"The Cyber Education Project (CEP) is an initiative to develop undergraduate curriculum guidelines and a case for accreditation for a baccalaureate in ""Cyber Sciences"" (The Cyber Education Project, 2015). The Learning Outcomes Working Group (LOWG) is in the process of creating a ""taxonomy"" and a set of ""learning outcomes"" for this baccalaureate program.In this document we examine concepts from the disciplines of linguistics, terminology management, knowledge management and ontology development that help illuminate the challenges involved with creating and managing the vocabulary we use to communicate about technical topics. We discuss how the concepts of ambiguity and terminology apply to the CEP and the issues of creating and managing a controlled vocabulary to support a field of study.We discuss the magnitude of the LOWG work by providing general characteristics of 31 glossaries and 5 different taxonomies or Bodies of Knowledge proposed by ""Cyber Security"" related organizations. These include the IAS knowledge areas from IT2008 and CS2013 which have begun to diverge.Finally we conclude with some suggestions of how to approach the creating and managing a vocabulary for Cyber Sciences without losing the connections to the source disciplines and how those source disciplines. IT curriculum must maintain consistency with the evolution of the Cyber Sciences or risk becoming an isolated silo whose IAS curriculum is isolated from an evolving Cyber Sciences community."
12735;SemCCM: Course and Competence Management in Learning Management Systems Using Semantic Web Technologies;The knowledge embedded into the Learning Management Systems (LMSs) contains great potential, but currently is not utilized well enough because the learning content is mainly tailored for human understanding and not for computer processing. The courses in the LMSs cover certain set of topics that are usually exposed through a few general keywords and areas. In this paper the SemCCM system that utilizes the state of the art Semantic Web tools, methods and datasets for automatic semantic annotation of LMS courses is presented. The SemCCM system complements the LMSs through extraction and ranking of the relevant DBpedia resources for each of the courses, and uses their Wikipedia categories for more general area determination. The extracted DBpedia resources, together with their categories represent the specific topics covered by the courses and provide more accurate course retrieval. Together with the users' completed courses, the extracted DBpedia resources are used for determination of the users' competencies. The SemCCM system presents the analysis results to the end users in several different perspectives, enabling semantically enhanced course and user search, graph based course and competence overview, as well as user comparison.
12769;Game Development for Computer Science Education;Games can be a valuable tool for enriching computer science education, since they can facilitate a number of conditions that promote learning: student motivation, active learning, adaptivity, collaboration, and simulation. Additionally, they provide the instructor the ability to collect learning metrics with relative ease. As part of 21st Annual Conference on Innovation and Technology in Computer Science Education (ITiCSE 2016), the Game Development for Computer Science Education working group convened to examine the current role games play in computer science (CS) education, including where and how they fit into CS education. Based on reviews of literature, academic research, professional practice, and a comprehensive list of games for computing education, we present this working group report. This report provides a summary of existing digital games designed to enrich computing education, an index of where these games may fit into a teaching paradigm using the ACM/IEEE Computer Science Curricula 2013 [13], and a guide to developing digital games designed to teach knowledge, skills, and attitudes related to computer science.
12771;An Analysis of the Formal Properties of Bloom's Taxonomy and Its Implications for Computing Education;Educational taxonomies provide conceptual frameworks to deal with different educational issues. In particular, Bloom's taxonomy is popular in CSE, especially in programming courses for assessment purposes. However, different authors have reported difficulties of use, and have even suggested as hypothetical cause an inherent deficiency of the taxonomy. In this paper, we present an analysis of the formal properties of the two versions of Bloom's taxonomy. According to their authors’ intents, the original taxonomy should be considered a comparative system, while the revised taxonomy would be a classification system derived from the product of two simpler classifications. However, our analysis shows that, among other deficiencies, the taxonomies are ill-defined as classification systems. Two major implications of the analysis are: (a) that instructors’ difficulties are primarily due to the taxonomies themselves, not to instructors, and (b) an identification of those features of the taxonomies that are deficient, and that therefore allow explaining the difficulties reported. Finally, we discuss some implications of these findings, both in general and for CSE, as well as possible future actions.
12787;Ontological Model for Student's Knowledge Assessment;"This article considers the ontological model for knowledge representation on the example of the discipline ""Database Theory"".Depending on the chosen intelligent system development environment, knowledge must be represented by certain data structures. In this paper, the ontological model is chosen as a model for knowledge representation."
12834;Towards Skills-Based Curriculum Analytics: Can We Automate the Recognition of Prior Learning?;In an era that will increasingly depend upon lifelong learning, the LA community will need to facilitate the movement and sharing of data and information across institutional and geographic boundaries. This will help us to recognise prior learning (RPL) and to personalise the learner experience. Here, we explore the utility of skills-based curriculum analytics and how it might facilitate the process of awarding RPL between two institutions. We explore the potential utility of combining natural language processing and skills taxonomies to map between subject descriptions for these two different institutions, presenting two algorithms we have developed to facilitate RPL and evaluating their performance. We draw attention to some of the issues that arise, listing areas that we consider ripe for future work in a surprisingly underexplored area.
23953;Competency Based Approach: Modeling and Implementation;The expansion of computer networks has at the same time given impetus to the distance learning environments. E-learning systems are also advanced and more efficient. However, these platforms offer such complex teaching functionalities that designers find themselves poorly equipped to succeed in their engineering processes. This article presents a tool that makes it easier for designers to produce educational content according to the Competency-Based Approach (CBA). We propose an implementation of the CBA after its modeling via ontology. Our module can be grafted to any author system oriented pedagogy based skills. We have advocated for Service for Oriented Architecture as a software solution to model our business process that consists of a set of interconnected services that are modeled and implemented. The proposed system is the result of a coordina-tion of, services, incorporating the order of competences explained by a distance education, which integrates and interacts according to an orchestration plan.
23960;A Framework to Assist in Didactic Planning at Undergraduate Level;In the teaching-learning process under the competency-based educational model, the instructor is a facilitator and seeks to generate a flexible and adaptable environment for student learning. One of the first tasks of the facilitator is the structuring of didactic planning. Didactic planning includes strategies for teaching and learning, evidence gathering, and choice of evaluation instruments. In this paper, we propose a framework based on natural language processing techniques with the support of an ontology grounded in the experience of instructors and university level course plans in the information systems area. We employ Bloom’s taxonomy in the ontology design, producing an ascending structure for didactic planning, which allows the student to learn gradually. The developed framework can analyze the key elements that a didactic plan must contain and identify inter-related areas. Evaluation results with Cohen’s kappa coefficient between expert judgement and our framework show that is possible to assist instructors in structuring their didactic planning. Out of the nine processes analyzed with the framework, an almost perfect kappa level was achieved in five processes, a substantial level in three processes, and a moderate level for one process.
23964;A semantic approach to expert system for e-Assessment of credentials and competencies;The Prior Learning Assessment and Recognition (PLAR) is a labor-intensive process for academic advisors, evaluation services, graduate schools, registrars, learners, and other individuals and organizations responsible for assessment of learner’s credentials and competencies with the purpose of continuing (lifelong) learning. The present paper describes an approach to build an expert system for electronic assessment (e-Assessment) of academic credentials and competencies, which is an e-Learning application intended to essentially help assessors to conduct their work more effective and efficient. The proposed approach uses the semantic web technologies, such as RDFS ontologies and POSL rules to convert academic credentials between educational institutions and make correspondences between the learner’s competencies and credentials.
23967;The foundation for future education, teaching, training, learning, and performing infrastructure - The open interoperability conceptual framework approach;The proliferation of Information and Communication Technologies (ICT) in Education, Teaching, Training, Learning, and the operational application (Performing) of acquired knowledge, skills, and competencies in contemporary social environments has directly influenced the transformation of early Networked Learning (NL) concepts into a Global Learning Infrastructure. Creating cooperative/collaborative stakeholders networks composed of learning subjects, objects, and competencies consumers, exposes the significant potential for gaining overall social progress. The main challenging obstacles of such globalization are: embedding semantics into the competence credentials carriers, trusted dissemination of verifiable competence tokens, the heterogeneous ontologies mapping, and sustainable service delivery infrastructure.The mainstream motivation of our research is the specification and development of a conceptual framework that fosters the interoperability of different stakeholders, whether individual or institutional, to declare, share and maintain the representative collections of information resources related to the particular Education, Learning, Teaching, Training, and Performing (Research, Development, Production, and Service) endeavors.In this article, we have specified an open, heterogeneous, interoperable conceptual framework capable of orchestrating past, current, and future paradigms to foster building the foundations for comparative analysis and evaluation of traditional and nontraditional competency-building processes, joined with students' portfolio creation, dissemination, and management. It is a starting specification that would serve for the future: open, heterogeneous, cooperative/collaborative, service-oriented software framework specification and development.
23988;The development of ontological model for increasing the competitiveness of university graduates in information technologies;The relevance of this work is supported by the need to ensure the professional training compliance with both formal and informal requirements of the education system and the labour market. A lack of methods and technologies being able to harmonize the outcome of the information technologies curriculum and the labour market demands is the reason why the university graduates find it difficult to compete on the labour market. The paper describes the method for an ontological model development that would be able to form the content of the IT-competencies and to assess them in the university students. It is based on two thesis: the first, the boundaries of the subject area of competencies should be defined and, the second, a method of taking into account individual characteristics and needs for creation of an individual professional training and self-study plan should be preliminary considered and developed. The article presents the ontological model developed by the stated method to form the content of the IT-competencies and to assess them for the case of the subject area of 1C: Enterprise platform business solutions. The knowledge base created by the ontological model can be integrated into the decision-making intelligence information systems intended for the sphere of education, corporate training and HR management. This article is aimed at the professionals developing new tools and methods for management of distance education and distance learning.
23992;Computational Assistant for the Assessment University Competencies in B-Learning Environments;Competency assessment is a complex problem that has been approached from multiple perspectives but remains a work in progress. This paper presents a new competency assessment model accompanied by a computational assistant that guides its implementation. The model covers seven phases of an evaluation process, beginning with the definition of the competency and ending with the feedback of evidence provided from the teacher to the students. In each phase, the assistant provides suggestions to the teacher, which are obtained through text analysis algorithms and improve as information is added. The model was validated through pre and post-test study requiring the participation of a group of university teachers. The results indicate that with the use of the model, the time invested by the teacher in evaluation tasks is reduced, the clarity and completeness of the process improves, and an integrated evaluation of generic and specific competences is achieved.
24003;Competence management in knowledge intensive organizations using consensual knowledge and ontologies;This article describes an architecture suitable for use in a competence management system for knowledge intensive organizations (KIOs). The underlying motivation for this work is to explore the practical problems of the use of codified knowledge in knowledge management systems (KMS) in KIOs. We explore some of the key issues associated with the use of tacit and codified knowledge in KMS, and describe an architecture based on an ontology-driven framework derived from collective and consensual knowledge that acts as a structure for a formal knowledge base. We describe, in outline, a prototype competence management system based on this architecture designed to support the management of competencies in a structured way. We conclude with some observations about our approach to the representation of knowledge in a KMS and its potential value to KIOs.
24007;Development of Ontology Based Competence Management Model for Non-Formal Education Services;Competence management is a discipline that recently has regained popularity due to the growing demand for constantly higher competences of employees as well as graduates. One of the main implementation challenges of competence management is that, as a rule, it is based on experts’ implicit knowledge. This is the reason why the transformation of implicit knowledge into explicit knowledge practically is unmanageable and, as a consequence, limits the ability to transfer the already existing knowledge from one organisation to another.The paper proposes an ontology-based competence model that allows the reuse of existing competence frameworks in the field of non-formal education where different competence frameworks need to be used together for the purpose of identification, assessment and development of customers’ competences without forcing the organisations to change their routine competence management processes. The proposed competence model is used as a basis for development of competence management model on which IT tools that support a competence management processes may be built up. Several existing frameworks have been analysed and the terminology used in them has been combined in a single model. The usage of the proposed model is discussed and the possible IT tools to support the competence management process are identified in the paper.
24068;Evaluation of Digital Competence Profiles Using Dialetheic Logic;Professional profiles are unstructured documents where the knowledge and experience of the editor predominate, presenting inconsistencies and ambiguities in terms of the competencies they contain, making complicated the recognition of knowledge and skills necessary for the proposal of university study programs. Also, the identification of knowledge and skills in digital academic profiles present difficulties due to their inconsistencies. This work proposes analyzing the contradictions or ambivalences found in the academic and professional competencies published in digital media (for example, web pages or social networks) through a model of axioms based on dialetheic logic. Notably, the model considers five types of natural language phenomena: Vagueness or ambiguity, presupposition failure, counterfactual reasoning, fictional discourse, and contingent statements about the future. In addition, the model uses lexical and semantic similarity measures in its analysis process. The dialetheic model is validated using several performance measures to determine its capability to find ambiguity in a competence ontology described using description logic. The results show that dialetheic logic is required to accurately interpret digital academic and professional profiles using computational reasoning mechanisms. The model applies in a Spanish context for computer science jobs, with the possibility to apply in other languages or domains, such as English, French, etc. Our model is a contribution for competencies management, which is useful for the automatic curriculum design, competencies validation in learning processes, among other uses.
24074;A proposal for an adaptive Recommender System based on competences and ontologies;"Context:
Competences represent an interesting pedagogical support in many processes like diagnosis or recommendation. From these, it is possible to infer information about the progress of the student to provide help targeted both, trainers who must make adaptive tutoring decisions for each learner, and students to detect and correct their learning weaknesses. For the correct development of any of these tasks, it is important to have a suitable student model that allows the representation of the most significant information possible about the student. Additionally, it would be very advantageous for this modeling to incorporate mechanisms from which it would be possible to infer more information about the student�s state of knowledge.

Objective:
To facilitate this goal, in this paper a new approach to develop an adaptive competence-based recommender system is proposed.

Method:
We present a methodological development guide as well as a set of ontological and non-ontological resources to develop and adapt the prototype of the proposed recommender system.

Results:
A modular flexible ontology network previously built for this purpose has been extended, which is responsible for recording the instructional design and student information. Furthermore, we describe a case study based on a first aid learning experience to assess the prototype with the proposed methodology.

Conclusions:
We highlight the relevance of flexibility and adaptability in learning modeling and recommendation processes. In order to promote improvement in the personalized learning of students, we present a Recommender System prototype taking advantages of ontologies, with a methodological guide, a broad taxonomy of recommendation criteria and the nature of competences. Future lines of research lines, including a more comprehensive evaluation of the system, will allow us to demonstrate in depth its adaptability according to the characteristics of the student, flexibility and extensibility for its integration in various environments and domains."
24084;The opportunities of cloud computing for managing competences and learning paths in pharmacy;The role of competence management in pharmacy is increasing all the time as healthcare is a field where the fast development of drug treatment and the introduction of new drugs require specialized skills and knowledge that need to be renewed frequently. However, there are two obstacles for the widespread adoption of computer aided competence management in pharmacies. First, pharmacies, as well as most SMEs, do not have enough resources for maintaining competence management systems. Second, pharmacy is a field where well functioning competence management requires co-operation between pharmaceutical organization, healthcare authorities and educational institutions. The problem in co-operation is twofold: (i) the competence descriptions and terminology are not uniformly understood between these organizations, and (ii) the competence management systems do not support co-operation. In order to solve the resource problem, we have exploited a community cloud, which is appropriate in supporting communities that have shared concerns. Further, in order to carry out the co-operation of relevant parties, we have developed a competence ontology that specifies shared terminology, and which makes up a shared data store for the co-operating parties.
24094;A semantic web architecture for integrating competence management and learning paths;Purpose - The purpose of this paper is to present a prototype ontology-based application that has been developed for competency management and learning paths.Design methodology approach - The paper provides an overview of competency management and related work in this area, a description of the competency ontology, and a functional and architectural analysis.Findings - The paper provides information on work related to ontology-based competency management systems, indicating an enhanced approach with a detailed analysis of system architecture and functional analysis.Research limitations implications - The proposed application will be implemented through a .NET deployment, in Microsoft Hellas, the Greek subsidiary of the multinational IT company.Originality value - Ontologies have already been created in different scientific areas, including knowledge and competency management. However, only a few ontology-based applications are available today within the domain of competency management. In this paper an ontology-based application is presented has been developed for competency management and learning paths. Specifically, the paper provides an overview of competency management and related work in this area, a description of the competency ontology, and a functional and architectural analysis.
24106;ASSESSMENT OF STUDENTS’ PROFESSIONAL COMPETENCE: INTERDISCIPLINARY ASPECTS (IN THE CASE OF BACHELOR PROGRAM «BUSINESS-INFORMATICS»);This article is about the assessment of professional competence of students in terms of the competence-based approach. The stages of the formation of professional competence were formulated, the ontological model of interdisciplinary communication was built, an example of assessing the level of competence was described.
24148;Learning Content Recommendation Service Based-on Simple Sequencing Specification;A new era of e-learning is on the horizon, hundreds of Learning Contents are created and more and more people begin to acquire acknowledge thru e-learning. The traditional teaching method is already showing its limitations that students from different backgrounds are still given the same contents at the same time, and they may only interest in part of a whole learning content. In this paper, we propose a novel way to organize learning contents into small �?atomic�? units called Learning Objects so that they could be used and reused effectively. The Learning Objects together with their ontology are systemized into knowledge base. An intelligent recommendation mechanism based on sequencing rules is then introduced with detail, where the rules are formed from the knowledge base and competency gap analysis. Finally we establish a test knowledge base system, using and extending the ontology editor Protégé-2000 and its Protégé Axiom Language.
24152;Integrated mathematical model of competence-based learning-teaching process;The competence-based learning-teaching process is a significant approach to the didactical process organization. In this paper the mathematical model of the competence-based learning-teaching process is proposed. The model integrates three models: a knowledge representation model (based on the ontological approach), a motivation model (as a behavioral-incentive model) and a servicing model (in a form of the queuing model). The proposed integrated model allows to control the learning-teaching process on different levels of management. The learning-teaching process can be interpreted as competence-based due to Open and Distance Learning (ODL) philosophy. We assume that the competence is a result of fundamental, procedural and project knowledge acquisition in accordance to the incoming European Qualification Framework.
24164;A formal approach to organization of educational objectives;The organization of educational objectives plays an important role in curriculum development process, since it enables the sequencing of educational experiences. The main goal of this paper is to propose a framework for the formal representation of educational objectives, which enables the evaluation of organization of educational objectives. The model is based on domain ontology, Bloom’s taxonomy and objectives organization in the competence-based knowledge space. The model is verified on the case study that evaluates the students‘ achievements in Chemistry field Solutions by conducting an informal knowledge test on the group of 199 14-year-old students of primary schools in the Republic of Serbia. The results obtained from the case study clearly indicate the necessity for including assessment of students‘ achievements in the organization of educational objectives. The proposed model enables evaluation of organization of educational objectives which could be further used for an iterative refinement of the organization of educational objectives.
24181;Determination of Professional Competencies Using an Alignment Algorithm of Academic Profiles and Job Advertisements, Based on Competence Thesauri and Similarity Measures;Describing the competencies required by a profession is essential for aligning online profiles of job seekers and job advertisements. Comparing the competencies described within each context has typically not be done, which has generated a complete disconnect in language between them. This work presents an approach for the alignment of online profiles and job advertisements, according to knowledge and skills, using measures of lexical, syntactic and taxonomic similarity. In addition, we use a ranking that allows the alignment of the profiles to the topics of a thesaurus that define competencies. The results are promising, because the combination of the measures of similarity with the alignment with thesauri of competencies offers robustness to the process of generation of professional competence descriptions. This combination allows dealing with the common problems of synonymy, homonymy, hypernymy/hyponymy and meronymy of the terms in Spanish. This research uses natural language processing to offer a novel approach for assessing the match of the competencies described by the applicants and by the employers, even if they use different terminology. The resulting approach, while developed in Spanish for computer science jobs, can be extended to other languages and domains, such is the case of recruitment, where it will contribute to the creation of better tools that give feedback to job seekers about how to best align their competencies with job opportunities.
